codi_districte|nom_districte|codi_barri|nom_barri|codi_aeb|codi_seccio_censal|Barcelona
05|Sarrià-Sant Gervasi|26|Sant Gervasi - Galvany|107|062|Barcelona
05|Sarrià-Sant Gervasi|26|Sant Gervasi - Galvany|107|063|Barcelona
05|Sarrià-Sant Gervasi|26|Sant Gervasi - Galvany|107|064|Barcelona
05|Sarrià-Sant Gervasi|26|Sant Gervasi - Galvany|107|065|Barcelona
05|Sarrià-Sant Gervasi|26|Sant Gervasi - Galvany|108|066|Barcelona
05|Sarrià-Sant Gervasi|26|Sant Gervasi - Galvany|108|067|Barcelona
05|Sarrià-Sant Gervasi|26|Sant Gervasi - Galvany|108|068|Barcelona
05|Sarrià-Sant Gervasi|26|Sant Gervasi - Galvany|108|069|Barcelona
05|Sarrià-Sant Gervasi|26|Sant Gervasi - Galvany|109|070|Barcelona
05|Sarrià-Sant Gervasi|26|Sant Gervasi - Galvany|109|071|Barcelona
05|Sarrià-Sant Gervasi|26|Sant Gervasi - Galvany|109|072|Barcelona
05|Sarrià-Sant Gervasi|26|Sant Gervasi - Galvany|109|073|Barcelona
05|Sarrià-Sant Gervasi|26|Sant Gervasi - Galvany|109|074|Barcelona
05|Sarrià-Sant Gervasi|26|Sant Gervasi - Galvany|110|075|Barcelona
05|Sarrià-Sant Gervasi|26|Sant Gervasi - Galvany|110|076|Barcelona
05|Sarrià-Sant Gervasi|26|Sant Gervasi - Galvany|110|077|Barcelona
05|Sarrià-Sant Gervasi|26|Sant Gervasi - Galvany|110|078|Barcelona
05|Sarrià-Sant Gervasi|26|Sant Gervasi - Galvany|110|079|Barcelona
05|Sarrià-Sant Gervasi|27|el Putxet i el Farró|111|080|Barcelona
05|Sarrià-Sant Gervasi|27|el Putxet i el Farró|111|081|Barcelona
05|Sarrià-Sant Gervasi|27|el Putxet i el Farró|111|082|Barcelona
05|Sarrià-Sant Gervasi|27|el Putxet i el Farró|111|083|Barcelona
05|Sarrià-Sant Gervasi|27|el Putxet i el Farró|111|084|Barcelona
05|Sarrià-Sant Gervasi|27|el Putxet i el Farró|111|085|Barcelona
05|Sarrià-Sant Gervasi|27|el Putxet i el Farró|111|086|Barcelona
05|Sarrià-Sant Gervasi|27|el Putxet i el Farró|111|087|Barcelona
05|Sarrià-Sant Gervasi|27|el Putxet i el Farró|112|088|Barcelona
05|Sarrià-Sant Gervasi|27|el Putxet i el Farró|112|089|Barcelona
05|Sarrià-Sant Gervasi|27|el Putxet i el Farró|112|090|Barcelona
05|Sarrià-Sant Gervasi|27|el Putxet i el Farró|112|091|Barcelona
05|Sarrià-Sant Gervasi|27|el Putxet i el Farró|112|092|Barcelona
05|Sarrià-Sant Gervasi|27|el Putxet i el Farró|113|093|Barcelona
05|Sarrià-Sant Gervasi|27|el Putxet i el Farró|113|094|Barcelona
05|Sarrià-Sant Gervasi|27|el Putxet i el Farró|113|095|Barcelona
05|Sarrià-Sant Gervasi|27|el Putxet i el Farró|113|096|Barcelona
05|Sarrià-Sant Gervasi|27|el Putxet i el Farró|113|097|Barcelona
05|Sarrià-Sant Gervasi|27|el Putxet i el Farró|113|098|Barcelona
06|Gràcia|28|Vallcarca i els Penitents|114|001|Barcelona
06|Gràcia|28|Vallcarca i els Penitents|114|002|Barcelona
06|Gràcia|28|Vallcarca i els Penitents|114|003|Barcelona
06|Gràcia|28|Vallcarca i els Penitents|114|004|Barcelona
06|Gràcia|28|Vallcarca i els Penitents|115|006|Barcelona
06|Gràcia|28|Vallcarca i els Penitents|115|007|Barcelona
06|Gràcia|28|Vallcarca i els Penitents|115|008|Barcelona
06|Gràcia|28|Vallcarca i els Penitents|116|009|Barcelona
06|Gràcia|28|Vallcarca i els Penitents|116|010|Barcelona
06|Gràcia|28|Vallcarca i els Penitents|117|011|Barcelona
06|Gràcia|28|Vallcarca i els Penitents|117|012|Barcelona
06|Gràcia|29|el Coll|118|013|Barcelona
06|Gràcia|29|el Coll|118|014|Barcelona
06|Gràcia|29|el Coll|118|015|Barcelona
06|Gràcia|29|el Coll|118|016|Barcelona
06|Gràcia|29|el Coll|118|017|Barcelona
06|Gràcia|30|la Salut|119|018|Barcelona
06|Gràcia|30|la Salut|119|019|Barcelona
06|Gràcia|30|la Salut|119|020|Barcelona
06|Gràcia|30|la Salut|119|021|Barcelona
06|Gràcia|30|la Salut|120|022|Barcelona
06|Gràcia|30|la Salut|120|023|Barcelona
06|Gràcia|30|la Salut|120|024|Barcelona
06|Gràcia|30|la Salut|120|025|Barcelona
06|Gràcia|30|la Salut|120|026|Barcelona
06|Gràcia|30|la Salut|120|027|Barcelona
06|Gràcia|31|la Vila de Gràcia|121|028|Barcelona
06|Gràcia|31|la Vila de Gràcia|121|029|Barcelona
06|Gràcia|31|la Vila de Gràcia|121|030|Barcelona
06|Gràcia|31|la Vila de Gràcia|121|031|Barcelona
06|Gràcia|31|la Vila de Gràcia|121|032|Barcelona
06|Gràcia|31|la Vila de Gràcia|122|033|Barcelona
06|Gràcia|31|la Vila de Gràcia|122|034|Barcelona
06|Gràcia|31|la Vila de Gràcia|122|035|Barcelona
06|Gràcia|31|la Vila de Gràcia|122|036|Barcelona
06|Gràcia|31|la Vila de Gràcia|123|037|Barcelona
06|Gràcia|31|la Vila de Gràcia|123|038|Barcelona
06|Gràcia|31|la Vila de Gràcia|123|039|Barcelona
06|Gràcia|31|la Vila de Gràcia|124|040|Barcelona
06|Gràcia|31|la Vila de Gràcia|124|041|Barcelona
06|Gràcia|31|la Vila de Gràcia|124|042|Barcelona
06|Gràcia|31|la Vila de Gràcia|125|043|Barcelona
06|Gràcia|31|la Vila de Gràcia|125|044|Barcelona
06|Gràcia|31|la Vila de Gràcia|126|045|Barcelona
06|Gràcia|31|la Vila de Gràcia|126|046|Barcelona
06|Gràcia|31|la Vila de Gràcia|126|047|Barcelona
06|Gràcia|31|la Vila de Gràcia|126|048|Barcelona
06|Gràcia|31|la Vila de Gràcia|127|049|Barcelona
06|Gràcia|31|la Vila de Gràcia|127|050|Barcelona
06|Gràcia|31|la Vila de Gràcia|127|051|Barcelona
06|Gràcia|31|la Vila de Gràcia|128|052|Barcelona
06|Gràcia|31|la Vila de Gràcia|128|053|Barcelona
06|Gràcia|31|la Vila de Gràcia|128|054|Barcelona
06|Gràcia|31|la Vila de Gràcia|129|055|Barcelona
06|Gràcia|31|la Vila de Gràcia|129|056|Barcelona
06|Gràcia|31|la Vila de Gràcia|129|057|Barcelona
06|Gràcia|31|la Vila de Gràcia|129|058|Barcelona
06|Gràcia|31|la Vila de Gràcia|129|059|Barcelona
06|Gràcia|31|la Vila de Gràcia|130|060|Barcelona
06|Gràcia|31|la Vila de Gràcia|130|061|Barcelona
06|Gràcia|31|la Vila de Gràcia|130|062|Barcelona
06|Gràcia|31|la Vila de Gràcia|130|063|Barcelona
06|Gràcia|32|el Camp d'en Grassot i Gràcia Nova|131|064|Barcelona
06|Gràcia|32|el Camp d'en Grassot i Gràcia Nova|131|065|Barcelona
06|Gràcia|32|el Camp d'en Grassot i Gràcia Nova|131|066|Barcelona
06|Gràcia|32|el Camp d'en Grassot i Gràcia Nova|131|067|Barcelona
06|Gràcia|32|el Camp d'en Grassot i Gràcia Nova|131|068|Barcelona
06|Gràcia|32|el Camp d'en Grassot i Gràcia Nova|131|069|Barcelona
06|Gràcia|32|el Camp d'en Grassot i Gràcia Nova|131|070|Barcelona
06|Gràcia|32|el Camp d'en Grassot i Gràcia Nova|132|071|Barcelona
06|Gràcia|32|el Camp d'en Grassot i Gràcia Nova|132|072|Barcelona
06|Gràcia|32|el Camp d'en Grassot i Gràcia Nova|132|073|Barcelona
06|Gràcia|32|el Camp d'en Grassot i Gràcia Nova|132|074|Barcelona
06|Gràcia|32|el Camp d'en Grassot i Gràcia Nova|132|075|Barcelona
06|Gràcia|32|el Camp d'en Grassot i Gràcia Nova|132|076|Barcelona
06|Gràcia|32|el Camp d'en Grassot i Gràcia Nova|133|077|Barcelona
06|Gràcia|32|el Camp d'en Grassot i Gràcia Nova|133|078|Barcelona
06|Gràcia|32|el Camp d'en Grassot i Gràcia Nova|133|079|Barcelona
06|Gràcia|32|el Camp d'en Grassot i Gràcia Nova|133|080|Barcelona
06|Gràcia|32|el Camp d'en Grassot i Gràcia Nova|133|081|Barcelona
06|Gràcia|32|el Camp d'en Grassot i Gràcia Nova|134|082|Barcelona
06|Gràcia|32|el Camp d'en Grassot i Gràcia Nova|134|083|Barcelona
06|Gràcia|32|el Camp d'en Grassot i Gràcia Nova|134|084|Barcelona
06|Gràcia|32|el Camp d'en Grassot i Gràcia Nova|134|085|Barcelona
06|Gràcia|32|el Camp d'en Grassot i Gràcia Nova|134|086|Barcelona
06|Gràcia|32|el Camp d'en Grassot i Gràcia Nova|134|087|Barcelona
06|Gràcia|32|el Camp d'en Grassot i Gràcia Nova|134|088|Barcelona
07|Horta-Guinardó|33|el Baix Guinardó|135|001|Barcelona
07|Horta-Guinardó|33|el Baix Guinardó|135|002|Barcelona
07|Horta-Guinardó|33|el Baix Guinardó|135|003|Barcelona
07|Horta-Guinardó|33|el Baix Guinardó|135|004|Barcelona
07|Horta-Guinardó|33|el Baix Guinardó|135|005|Barcelona
07|Horta-Guinardó|33|el Baix Guinardó|135|006|Barcelona
07|Horta-Guinardó|33|el Baix Guinardó|135|007|Barcelona
07|Horta-Guinardó|33|el Baix Guinardó|135|008|Barcelona
07|Horta-Guinardó|33|el Baix Guinardó|136|009|Barcelona
07|Horta-Guinardó|33|el Baix Guinardó|136|010|Barcelona
07|Horta-Guinardó|33|el Baix Guinardó|136|011|Barcelona
07|Horta-Guinardó|33|el Baix Guinardó|136|012|Barcelona
07|Horta-Guinardó|33|el Baix Guinardó|136|013|Barcelona
07|Horta-Guinardó|33|el Baix Guinardó|137|014|Barcelona
07|Horta-Guinardó|33|el Baix Guinardó|137|015|Barcelona
07|Horta-Guinardó|33|el Baix Guinardó|137|016|Barcelona
07|Horta-Guinardó|33|el Baix Guinardó|137|017|Barcelona
07|Horta-Guinardó|33|el Baix Guinardó|137|018|Barcelona
07|Horta-Guinardó|33|el Baix Guinardó|137|019|Barcelona
07|Horta-Guinardó|34|Can Baró|138|020|Barcelona
07|Horta-Guinardó|34|Can Baró|138|021|Barcelona
07|Horta-Guinardó|34|Can Baró|138|022|Barcelona
07|Horta-Guinardó|34|Can Baró|138|023|Barcelona
07|Horta-Guinardó|34|Can Baró|138|024|Barcelona
07|Horta-Guinardó|34|Can Baró|138|025|Barcelona
07|Horta-Guinardó|34|Can Baró|138|026|Barcelona
07|Horta-Guinardó|35|el Guinardó|139|027|Barcelona
07|Horta-Guinardó|35|el Guinardó|139|028|Barcelona
07|Horta-Guinardó|35|el Guinardó|139|029|Barcelona
07|Horta-Guinardó|35|el Guinardó|139|030|Barcelona
07|Horta-Guinardó|35|el Guinardó|140|031|Barcelona
07|Horta-Guinardó|35|el Guinardó|140|032|Barcelona
07|Horta-Guinardó|35|el Guinardó|140|033|Barcelona
07|Horta-Guinardó|35|el Guinardó|140|034|Barcelona
07|Horta-Guinardó|35|el Guinardó|140|035|Barcelona
07|Horta-Guinardó|35|el Guinardó|140|036|Barcelona
07|Horta-Guinardó|35|el Guinardó|140|037|Barcelona
07|Horta-Guinardó|35|el Guinardó|140|038|Barcelona
07|Horta-Guinardó|35|el Guinardó|141|039|Barcelona
07|Horta-Guinardó|35|el Guinardó|141|040|Barcelona
07|Horta-Guinardó|35|el Guinardó|141|041|Barcelona
07|Horta-Guinardó|35|el Guinardó|142|042|Barcelona
07|Horta-Guinardó|35|el Guinardó|142|043|Barcelona
07|Horta-Guinardó|35|el Guinardó|142|044|Barcelona
07|Horta-Guinardó|35|el Guinardó|142|045|Barcelona
07|Horta-Guinardó|35|el Guinardó|142|046|Barcelona
07|Horta-Guinardó|35|el Guinardó|143|047|Barcelona
07|Horta-Guinardó|35|el Guinardó|143|048|Barcelona
07|Horta-Guinardó|35|el Guinardó|143|049|Barcelona
07|Horta-Guinardó|35|el Guinardó|143|050|Barcelona
07|Horta-Guinardó|35|el Guinardó|143|051|Barcelona
07|Horta-Guinardó|36|la Font d'en Fargues|144|052|Barcelona
07|Horta-Guinardó|36|la Font d'en Fargues|144|053|Barcelona
07|Horta-Guinardó|36|la Font d'en Fargues|144|054|Barcelona
07|Horta-Guinardó|36|la Font d'en Fargues|145|055|Barcelona
07|Horta-Guinardó|36|la Font d'en Fargues|145|056|Barcelona
07|Horta-Guinardó|36|la Font d'en Fargues|145|057|Barcelona
07|Horta-Guinardó|36|la Font d'en Fargues|145|058|Barcelona
07|Horta-Guinardó|37|el Carmel|146|059|Barcelona
07|Horta-Guinardó|37|el Carmel|146|060|Barcelona
07|Horta-Guinardó|37|el Carmel|147|061|Barcelona
07|Horta-Guinardó|37|el Carmel|147|062|Barcelona
07|Horta-Guinardó|37|el Carmel|147|063|Barcelona
07|Horta-Guinardó|37|el Carmel|147|064|Barcelona
07|Horta-Guinardó|37|el Carmel|147|065|Barcelona
07|Horta-Guinardó|37|el Carmel|147|066|Barcelona
07|Horta-Guinardó|37|el Carmel|147|067|Barcelona
07|Horta-Guinardó|37|el Carmel|147|068|Barcelona
07|Horta-Guinardó|37|el Carmel|147|069|Barcelona
07|Horta-Guinardó|37|el Carmel|147|070|Barcelona
07|Horta-Guinardó|37|el Carmel|148|071|Barcelona
07|Horta-Guinardó|37|el Carmel|148|072|Barcelona
07|Horta-Guinardó|37|el Carmel|148|073|Barcelona
07|Horta-Guinardó|37|el Carmel|148|074|Barcelona
07|Horta-Guinardó|37|el Carmel|148|075|Barcelona
07|Horta-Guinardó|37|el Carmel|148|076|Barcelona
07|Horta-Guinardó|37|el Carmel|148|077|Barcelona
07|Horta-Guinardó|37|el Carmel|148|078|Barcelona
07|Horta-Guinardó|37|el Carmel|148|079|Barcelona
07|Horta-Guinardó|37|el Carmel|148|080|Barcelona
07|Horta-Guinardó|38|la Teixonera|149|081|Barcelona
07|Horta-Guinardó|38|la Teixonera|149|082|Barcelona
07|Horta-Guinardó|38|la Teixonera|149|083|Barcelona
07|Horta-Guinardó|38|la Teixonera|149|084|Barcelona
07|Horta-Guinardó|38|la Teixonera|149|085|Barcelona
07|Horta-Guinardó|38|la Teixonera|149|086|Barcelona
07|Horta-Guinardó|38|la Teixonera|149|087|Barcelona
07|Horta-Guinardó|38|la Teixonera|149|088|Barcelona
07|Horta-Guinardó|39|Sant Genís dels Agudells|150|089|Barcelona
07|Horta-Guinardó|39|Sant Genís dels Agudells|150|090|Barcelona
07|Horta-Guinardó|39|Sant Genís dels Agudells|150|091|Barcelona
07|Horta-Guinardó|39|Sant Genís dels Agudells|150|092|Barcelona
07|Horta-Guinardó|39|Sant Genís dels Agudells|150|093|Barcelona
07|Horta-Guinardó|40|Montbau|151|094|Barcelona
07|Horta-Guinardó|40|Montbau|151|095|Barcelona
07|Horta-Guinardó|40|Montbau|151|096|Barcelona
07|Horta-Guinardó|40|Montbau|151|097|Barcelona
07|Horta-Guinardó|41|la Vall d'Hebron|152|098|Barcelona
07|Horta-Guinardó|41|la Vall d'Hebron|152|099|Barcelona
07|Horta-Guinardó|41|la Vall d'Hebron|152|100|Barcelona
07|Horta-Guinardó|41|la Vall d'Hebron|152|101|Barcelona
07|Horta-Guinardó|42|la Clota|153|102|Barcelona
07|Horta-Guinardó|43|Horta|154|103|Barcelona
07|Horta-Guinardó|43|Horta|154|104|Barcelona
07|Horta-Guinardó|43|Horta|154|105|Barcelona
07|Horta-Guinardó|43|Horta|154|106|Barcelona
07|Horta-Guinardó|43|Horta|154|107|Barcelona
07|Horta-Guinardó|43|Horta|154|108|Barcelona
07|Horta-Guinardó|43|Horta|154|109|Barcelona
07|Horta-Guinardó|43|Horta|154|110|Barcelona
07|Horta-Guinardó|43|Horta|154|111|Barcelona
07|Horta-Guinardó|43|Horta|155|112|Barcelona
07|Horta-Guinardó|43|Horta|155|113|Barcelona
07|Horta-Guinardó|43|Horta|155|114|Barcelona
07|Horta-Guinardó|43|Horta|155|115|Barcelona
07|Horta-Guinardó|43|Horta|155|116|Barcelona
07|Horta-Guinardó|43|Horta|155|117|Barcelona
07|Horta-Guinardó|43|Horta|155|118|Barcelona
07|Horta-Guinardó|43|Horta|156|119|Barcelona
07|Horta-Guinardó|43|Horta|156|120|Barcelona
07|Horta-Guinardó|43|Horta|156|121|Barcelona
07|Horta-Guinardó|43|Horta|156|122|Barcelona
07|Horta-Guinardó|43|Horta|156|123|Barcelona
08|Nou Barris|44|Vilapicina i la Torre Llobeta|157|001|Barcelona
08|Nou Barris|44|Vilapicina i la Torre Llobeta|157|002|Barcelona
08|Nou Barris|44|Vilapicina i la Torre Llobeta|157|003|Barcelona
08|Nou Barris|44|Vilapicina i la Torre Llobeta|157|004|Barcelona
08|Nou Barris|44|Vilapicina i la Torre Llobeta|157|005|Barcelona
08|Nou Barris|44|Vilapicina i la Torre Llobeta|157|006|Barcelona
08|Nou Barris|44|Vilapicina i la Torre Llobeta|157|007|Barcelona
08|Nou Barris|44|Vilapicina i la Torre Llobeta|157|008|Barcelona
08|Nou Barris|44|Vilapicina i la Torre Llobeta|158|009|Barcelona
08|Nou Barris|44|Vilapicina i la Torre Llobeta|159|010|Barcelona
08|Nou Barris|44|Vilapicina i la Torre Llobeta|159|011|Barcelona
08|Nou Barris|44|Vilapicina i la Torre Llobeta|159|012|Barcelona
08|Nou Barris|44|Vilapicina i la Torre Llobeta|159|013|Barcelona
08|Nou Barris|44|Vilapicina i la Torre Llobeta|159|014|Barcelona
08|Nou Barris|44|Vilapicina i la Torre Llobeta|160|015|Barcelona
08|Nou Barris|44|Vilapicina i la Torre Llobeta|160|016|Barcelona
08|Nou Barris|44|Vilapicina i la Torre Llobeta|160|017|Barcelona
08|Nou Barris|44|Vilapicina i la Torre Llobeta|160|018|Barcelona
08|Nou Barris|44|Vilapicina i la Torre Llobeta|160|019|Barcelona
08|Nou Barris|45|Porta|161|020|Barcelona
08|Nou Barris|45|Porta|161|021|Barcelona
08|Nou Barris|45|Porta|161|022|Barcelona
08|Nou Barris|45|Porta|161|023|Barcelona
08|Nou Barris|45|Porta|161|024|Barcelona
08|Nou Barris|45|Porta|161|025|Barcelona
08|Nou Barris|45|Porta|161|026|Barcelona
08|Nou Barris|45|Porta|162|027|Barcelona
08|Nou Barris|45|Porta|162|028|Barcelona
08|Nou Barris|45|Porta|162|029|Barcelona
08|Nou Barris|45|Porta|162|030|Barcelona
08|Nou Barris|45|Porta|163|031|Barcelona
08|Nou Barris|45|Porta|163|032|Barcelona
08|Nou Barris|45|Porta|163|033|Barcelona
08|Nou Barris|45|Porta|163|034|Barcelona
08|Nou Barris|45|Porta|163|035|Barcelona
08|Nou Barris|45|Porta|163|036|Barcelona
08|Nou Barris|45|Porta|163|037|Barcelona
08|Nou Barris|46|el Turó de la Peira|164|038|Barcelona
08|Nou Barris|46|el Turó de la Peira|164|039|Barcelona
08|Nou Barris|46|el Turó de la Peira|164|040|Barcelona
08|Nou Barris|46|el Turó de la Peira|164|041|Barcelona
08|Nou Barris|46|el Turó de la Peira|164|042|Barcelona
08|Nou Barris|46|el Turó de la Peira|164|043|Barcelona
08|Nou Barris|46|el Turó de la Peira|165|044|Barcelona
08|Nou Barris|46|el Turó de la Peira|165|045|Barcelona
08|Nou Barris|46|el Turó de la Peira|165|046|Barcelona
08|Nou Barris|46|el Turó de la Peira|165|047|Barcelona
08|Nou Barris|47|Can Peguera|166|048|Barcelona
08|Nou Barris|47|Can Peguera|166|049|Barcelona
08|Nou Barris|48|la Guineueta|167|050|Barcelona
08|Nou Barris|48|la Guineueta|167|051|Barcelona
08|Nou Barris|48|la Guineueta|167|052|Barcelona
08|Nou Barris|48|la Guineueta|167|053|Barcelona
08|Nou Barris|48|la Guineueta|167|054|Barcelona
08|Nou Barris|48|la Guineueta|167|055|Barcelona
08|Nou Barris|48|la Guineueta|168|056|Barcelona
08|Nou Barris|48|la Guineueta|168|057|Barcelona
08|Nou Barris|48|la Guineueta|168|058|Barcelona
08|Nou Barris|48|la Guineueta|168|059|Barcelona
08|Nou Barris|49|Canyelles|169|060|Barcelona
08|Nou Barris|49|Canyelles|169|061|Barcelona
08|Nou Barris|49|Canyelles|169|062|Barcelona
08|Nou Barris|49|Canyelles|169|063|Barcelona
08|Nou Barris|49|Canyelles|169|064|Barcelona
08|Nou Barris|50|les Roquetes|170|065|Barcelona
08|Nou Barris|50|les Roquetes|170|066|Barcelona
08|Nou Barris|50|les Roquetes|170|067|Barcelona
08|Nou Barris|50|les Roquetes|170|068|Barcelona
08|Nou Barris|50|les Roquetes|170|069|Barcelona
08|Nou Barris|50|les Roquetes|171|070|Barcelona
08|Nou Barris|50|les Roquetes|171|071|Barcelona
08|Nou Barris|50|les Roquetes|171|072|Barcelona
08|Nou Barris|50|les Roquetes|171|073|Barcelona
08|Nou Barris|50|les Roquetes|171|074|Barcelona
08|Nou Barris|51|Verdun|172|075|Barcelona
08|Nou Barris|51|Verdun|172|076|Barcelona
08|Nou Barris|51|Verdun|172|077|Barcelona
08|Nou Barris|51|Verdun|173|078|Barcelona
08|Nou Barris|51|Verdun|173|079|Barcelona
08|Nou Barris|51|Verdun|173|080|Barcelona
08|Nou Barris|51|Verdun|173|081|Barcelona
08|Nou Barris|51|Verdun|173|082|Barcelona
08|Nou Barris|52|la Prosperitat|174|083|Barcelona
08|Nou Barris|52|la Prosperitat|174|084|Barcelona
08|Nou Barris|52|la Prosperitat|174|085|Barcelona
08|Nou Barris|52|la Prosperitat|174|086|Barcelona
08|Nou Barris|52|la Prosperitat|175|087|Barcelona
08|Nou Barris|52|la Prosperitat|175|088|Barcelona
08|Nou Barris|52|la Prosperitat|175|089|Barcelona
08|Nou Barris|52|la Prosperitat|175|090|Barcelona
08|Nou Barris|52|la Prosperitat|175|091|Barcelona
08|Nou Barris|52|la Prosperitat|176|092|Barcelona
08|Nou Barris|52|la Prosperitat|176|093|Barcelona
08|Nou Barris|52|la Prosperitat|176|094|Barcelona
08|Nou Barris|52|la Prosperitat|176|095|Barcelona
08|Nou Barris|52|la Prosperitat|177|096|Barcelona
08|Nou Barris|52|la Prosperitat|177|097|Barcelona
08|Nou Barris|52|la Prosperitat|177|098|Barcelona
08|Nou Barris|52|la Prosperitat|177|099|Barcelona
08|Nou Barris|52|la Prosperitat|177|100|Barcelona
08|Nou Barris|52|la Prosperitat|177|101|Barcelona
08|Nou Barris|52|la Prosperitat|177|102|Barcelona
08|Nou Barris|53|la Trinitat Nova|178|103|Barcelona
08|Nou Barris|53|la Trinitat Nova|178|104|Barcelona
08|Nou Barris|53|la Trinitat Nova|178|105|Barcelona
08|Nou Barris|53|la Trinitat Nova|178|106|Barcelona
08|Nou Barris|53|la Trinitat Nova|178|107|Barcelona
08|Nou Barris|54|Torre Baró|179|108|Barcelona
08|Nou Barris|54|Torre Baró|179|109|Barcelona
08|Nou Barris|55|Ciutat Meridiana|180|110|Barcelona
08|Nou Barris|55|Ciutat Meridiana|180|111|Barcelona
08|Nou Barris|55|Ciutat Meridiana|180|112|Barcelona
08|Nou Barris|55|Ciutat Meridiana|180|113|Barcelona
08|Nou Barris|55|Ciutat Meridiana|180|114|Barcelona
08|Nou Barris|55|Ciutat Meridiana|180|115|Barcelona
08|Nou Barris|56|Vallbona|181|116|Barcelona
08|Nou Barris|48|la Guineueta|167|215|Barcelona
09|Sant Andreu|57|la Trinitat Vella|182|001|Barcelona
09|Sant Andreu|57|la Trinitat Vella|182|002|Barcelona
09|Sant Andreu|57|la Trinitat Vella|182|003|Barcelona
09|Sant Andreu|57|la Trinitat Vella|182|004|Barcelona
09|Sant Andreu|57|la Trinitat Vella|182|005|Barcelona
09|Sant Andreu|58|Baró de Viver|183|006|Barcelona
09|Sant Andreu|58|Baró de Viver|183|007|Barcelona
09|Sant Andreu|59|el Bon Pastor|184|008|Barcelona
09|Sant Andreu|59|el Bon Pastor|184|009|Barcelona
09|Sant Andreu|59|el Bon Pastor|185|010|Barcelona
09|Sant Andreu|59|el Bon Pastor|185|011|Barcelona
09|Sant Andreu|59|el Bon Pastor|185|013|Barcelona
09|Sant Andreu|59|el Bon Pastor|185|014|Barcelona
09|Sant Andreu|59|el Bon Pastor|185|015|Barcelona
09|Sant Andreu|60|Sant Andreu|186|016|Barcelona
09|Sant Andreu|60|Sant Andreu|186|017|Barcelona
09|Sant Andreu|60|Sant Andreu|186|018|Barcelona
09|Sant Andreu|60|Sant Andreu|186|019|Barcelona
09|Sant Andreu|60|Sant Andreu|186|020|Barcelona
09|Sant Andreu|60|Sant Andreu|186|021|Barcelona
09|Sant Andreu|60|Sant Andreu|186|022|Barcelona
09|Sant Andreu|60|Sant Andreu|186|023|Barcelona
09|Sant Andreu|60|Sant Andreu|187|024|Barcelona
09|Sant Andreu|60|Sant Andreu|187|025|Barcelona
09|Sant Andreu|60|Sant Andreu|187|026|Barcelona
09|Sant Andreu|60|Sant Andreu|187|027|Barcelona
09|Sant Andreu|60|Sant Andreu|188|028|Barcelona
09|Sant Andreu|60|Sant Andreu|188|029|Barcelona
09|Sant Andreu|60|Sant Andreu|188|030|Barcelona
09|Sant Andreu|60|Sant Andreu|188|031|Barcelona
09|Sant Andreu|60|Sant Andreu|189|032|Barcelona
09|Sant Andreu|60|Sant Andreu|189|033|Barcelona
09|Sant Andreu|60|Sant Andreu|190|034|Barcelona
09|Sant Andreu|60|Sant Andreu|190|035|Barcelona
09|Sant Andreu|60|Sant Andreu|190|036|Barcelona
09|Sant Andreu|60|Sant Andreu|190|037|Barcelona
09|Sant Andreu|60|Sant Andreu|190|038|Barcelona
09|Sant Andreu|60|Sant Andreu|190|039|Barcelona
09|Sant Andreu|60|Sant Andreu|191|040|Barcelona
09|Sant Andreu|60|Sant Andreu|191|041|Barcelona
09|Sant Andreu|60|Sant Andreu|191|042|Barcelona
09|Sant Andreu|60|Sant Andreu|191|043|Barcelona
09|Sant Andreu|60|Sant Andreu|191|044|Barcelona
09|Sant Andreu|60|Sant Andreu|191|045|Barcelona
09|Sant Andreu|60|Sant Andreu|192|046|Barcelona
09|Sant Andreu|60|Sant Andreu|192|047|Barcelona
09|Sant Andreu|60|Sant Andreu|192|048|Barcelona
09|Sant Andreu|60|Sant Andreu|192|049|Barcelona
09|Sant Andreu|60|Sant Andreu|192|050|Barcelona
09|Sant Andreu|60|Sant Andreu|192|051|Barcelona
09|Sant Andreu|60|Sant Andreu|192|052|Barcelona
09|Sant Andreu|60|Sant Andreu|192|053|Barcelona
09|Sant Andreu|60|Sant Andreu|192|054|Barcelona
09|Sant Andreu|61|la Sagrera|193|055|Barcelona
09|Sant Andreu|61|la Sagrera|193|056|Barcelona
09|Sant Andreu|61|la Sagrera|193|057|Barcelona
09|Sant Andreu|61|la Sagrera|193|058|Barcelona
09|Sant Andreu|61|la Sagrera|193|059|Barcelona
09|Sant Andreu|61|la Sagrera|193|060|Barcelona
09|Sant Andreu|61|la Sagrera|194|061|Barcelona
09|Sant Andreu|61|la Sagrera|194|062|Barcelona
09|Sant Andreu|61|la Sagrera|195|063|Barcelona
09|Sant Andreu|61|la Sagrera|195|064|Barcelona
09|Sant Andreu|61|la Sagrera|195|065|Barcelona
09|Sant Andreu|61|la Sagrera|195|066|Barcelona
09|Sant Andreu|61|la Sagrera|195|067|Barcelona
09|Sant Andreu|61|la Sagrera|196|068|Barcelona
09|Sant Andreu|61|la Sagrera|196|069|Barcelona
09|Sant Andreu|61|la Sagrera|196|070|Barcelona
09|Sant Andreu|61|la Sagrera|196|071|Barcelona
09|Sant Andreu|61|la Sagrera|196|072|Barcelona
09|Sant Andreu|61|la Sagrera|196|073|Barcelona
09|Sant Andreu|62|el Congrés i els Indians|197|074|Barcelona
