codigo_provincia|codigo_poblacion|poblacion|codigo_distrito|codigo_sector|codigo_subsector|mesa|letra1|letra2|codigo_local|numero|local_electoral|dirección|dirección2|fecha|elecciones
08|019|BARCELONA|01|001||U|A|Z|080190017|1|CESIRE|AV DRASSANES 10 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|002||U|A|Z|080190017|1|CESIRE|AV DRASSANES 10 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|003||A|A|L|080190017|1|CESIRE|AV DRASSANES 10 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|003||B|M|Z|080190017|1|CESIRE|AV DRASSANES 10 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|004||A|A|L|080190003|1|CENTRE DE BARRI FOLCH I TORRES|C REINA AMALIA 31 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|004||B|M|Z|080190003|1|CENTRE DE BARRI FOLCH I TORRES|C REINA AMALIA 31 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|005||A|A|L|080190017|1|CESIRE|AV DRASSANES 10 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|005||B|M|Z|080190017|1|CESIRE|AV DRASSANES 10 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|006||U|A|Z|080190082|1|ESCOLA MASSANA|PL GARDUNYA 9 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|007||U|A|Z|080190082|1|ESCOLA MASSANA|PL GARDUNYA 9 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|008||A|A|L|080190003|1|CENTRE DE BARRI FOLCH I TORRES|C REINA AMALIA 31 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|008||B|M|Z|080190003|1|CENTRE DE BARRI FOLCH I TORRES|C REINA AMALIA 31 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|009||U|A|Z|080190003|1|CENTRE DE BARRI FOLCH I TORRES|C REINA AMALIA 31 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|010||U|A|Z|080190003|1|CENTRE DE BARRI FOLCH I TORRES|C REINA AMALIA 31 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|011||A|A|L|080190217|1|ESCOLA PIA DE SANT ANTONI|RONDA SANT PAU 72 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|011||B|M|Z|080190217|1|ESCOLA PIA DE SANT ANTONI|RONDA SANT PAU 72 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|012||U|A|Z|080190217|1|ESCOLA PIA DE SANT ANTONI|RONDA SANT PAU 72 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|013||U|A|Z|080190217|1|ESCOLA PIA DE SANT ANTONI|RONDA SANT PAU 72 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|014||U|A|Z|080190076|1|CONVENT ÀNGELS (SALA GRAN)|PL ANGELS (DELS) 5 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|015||U|A|Z|080190217|1|ESCOLA PIA DE SANT ANTONI|RONDA SANT PAU 72 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|016||U|A|Z|080190076|1|CONVENT ÀNGELS (SALA GRAN)|PL ANGELS (DELS) 5 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|017||U|A|Z|080190076|1|CONVENT ÀNGELS (SALA GRAN)|PL ANGELS (DELS) 5 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|018||U|A|Z|080190076|1|CONVENT ÀNGELS (SALA GRAN)|PL ANGELS (DELS) 5 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|019||A|A|L|080190082|1|ESCOLA MASSANA|PL GARDUNYA 9 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|019||B|M|Z|080190082|1|ESCOLA MASSANA|PL GARDUNYA 9 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|020||A|A|L|080190076|1|CONVENT ÀNGELS (SALA GRAN)|PL ANGELS (DELS) 5 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|020||B|M|Z|080190076|1|CONVENT ÀNGELS (SALA GRAN)|PL ANGELS (DELS) 5 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|021||A|A|L|080190076|1|CONVENT ÀNGELS (SALA GRAN)|PL ANGELS (DELS) 5 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|021||B|M|Z|080190076|1|CONVENT ÀNGELS (SALA GRAN)|PL ANGELS (DELS) 5 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|022||U|A|Z|080190076|1|CONVENT ÀNGELS (SALA GRAN)|PL ANGELS (DELS) 5 08001 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|023||A|A|L|080190315|1|ESCOLA CERVANTES|C SANT PERE MES BAIX 31 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|023||B|M|Z|080190315|1|ESCOLA CERVANTES|C SANT PERE MES BAIX 31 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|025||U|A|Z|080190365|1|AJUNTAMENT BARCELONA SANT MIQUEL|PL SANT MIQUEL 4 08002 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|026||A|A|L|080190365|1|AJUNTAMENT BARCELONA SANT MIQUEL|PL SANT MIQUEL 4 08002 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|026||B|M|Z|080190365|1|AJUNTAMENT BARCELONA SANT MIQUEL|PL SANT MIQUEL 4 08002 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|027||U|A|Z|080190365|1|AJUNTAMENT BARCELONA SANT MIQUEL|PL SANT MIQUEL 4 08002 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|028||U|A|Z|080190365|1|AJUNTAMENT BARCELONA SANT MIQUEL|PL SANT MIQUEL 4 08002 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|029||U|A|Z|080190010|1|ESCOLA DRASSANES|C NOU DE SANT FRANCESC 11 08002 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|030||A|A|L|080190010|1|ESCOLA DRASSANES|C NOU DE SANT FRANCESC 11 08002 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|030||B|M|Z|080190010|1|ESCOLA DRASSANES|C NOU DE SANT FRANCESC 11 08002 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|031||U|A|Z|080190010|1|ESCOLA DRASSANES|C NOU DE SANT FRANCESC 11 08002 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|032||U|A|Z|080190011|1|ESCOLA MEDITERRÀNIA|PG MARITIM DE LA BARCELONETA-ORIOL BOHIG 5 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|033||U|A|Z|080190011|1|ESCOLA MEDITERRÀNIA|PG MARITIM DE LA BARCELONETA-ORIOL BOHIG 5 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|034||U|A|Z|080190011|1|ESCOLA MEDITERRÀNIA|PG MARITIM DE LA BARCELONETA-ORIOL BOHIG 5 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|035||U|A|Z|080190011|1|ESCOLA MEDITERRÀNIA|PG MARITIM DE LA BARCELONETA-ORIOL BOHIG 5 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|036||U|A|Z|080190043|1|CENTRE CÍVIC BARCELONETA|C CONRERIA 1 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|037||U|A|Z|080190043|1|CENTRE CÍVIC BARCELONETA|C CONRERIA 1 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|038||U|A|Z|080190043|1|CENTRE CÍVIC BARCELONETA|C CONRERIA 1 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|039||U|A|Z|080190043|1|CENTRE CÍVIC BARCELONETA|C CONRERIA 1 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|040||U|A|Z|080190064|1|CASAL INFANTIL BARCELONETA|C ANDREA DORIA 25 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|041||U|A|Z|080190064|1|CASAL INFANTIL BARCELONETA|C ANDREA DORIA 25 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|042||A|A|L|080190064|1|CASAL INFANTIL BARCELONETA|C ANDREA DORIA 25 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|042||B|M|Z|080190064|1|CASAL INFANTIL BARCELONETA|C ANDREA DORIA 25 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|043||U|A|Z|080190085|1|CENTRE CÍVIC CONVENT SANT AGUSTÍ|PL ACADEMIA (L') 1 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|044||U|A|Z|080190085|1|CENTRE CÍVIC CONVENT SANT AGUSTÍ|PL ACADEMIA (L') 1 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|045||U|A|Z|080190085|1|CENTRE CÍVIC CONVENT SANT AGUSTÍ|PL ACADEMIA (L') 1 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|046||U|A|Z|080190365|1|AJUNTAMENT BARCELONA SANT MIQUEL|PL SANT MIQUEL 4 08002 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|047||U|A|Z|080190315|1|ESCOLA CERVANTES|C SANT PERE MES BAIX 31 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|048||U|A|Z|080190085|1|CENTRE CÍVIC CONVENT SANT AGUSTÍ|PL ACADEMIA (L') 1 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|049||U|A|Z|080190315|1|ESCOLA CERVANTES|C SANT PERE MES BAIX 31 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|050||U|A|Z|080190315|1|ESCOLA CERVANTES|C SANT PERE MES BAIX 31 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|051||U|A|Z|080190315|1|ESCOLA CERVANTES|C SANT PERE MES BAIX 31 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|052||A|A|L|080190315|1|ESCOLA CERVANTES|C SANT PERE MES BAIX 31 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|052||B|M|Z|080190315|1|ESCOLA CERVANTES|C SANT PERE MES BAIX 31 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|053||A|A|L|080190085|1|CENTRE CÍVIC CONVENT SANT AGUSTÍ|PL ACADEMIA (L') 1 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|053||B|M|Z|080190085|1|CENTRE CÍVIC CONVENT SANT AGUSTÍ|PL ACADEMIA (L') 1 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|054||U|A|Z|080190085|1|CENTRE CÍVIC CONVENT SANT AGUSTÍ|PL ACADEMIA (L') 1 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|01|055||U|A|Z|080190085|1|CENTRE CÍVIC CONVENT SANT AGUSTÍ|PL ACADEMIA (L') 1 08003 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|001||U|A|Z|080190078|1|CENTRE TRANSFORMADORS|C AUSIAS MARC 60 08010 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|002||A|A|L|080190301|1|ESCOLA FORT PIENC|C ALI BEI 75 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|002||B|M|Z|080190301|1|ESCOLA FORT PIENC|C ALI BEI 75 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|003||U|A|Z|080190031|1|CENTRE CÍVIC ATENEU FORT PIENC|PL FORT PIENC 4 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|004||U|A|Z|080190031|1|CENTRE CÍVIC ATENEU FORT PIENC|PL FORT PIENC 4 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|005||A|A|L|080190301|1|ESCOLA FORT PIENC|C ALI BEI 75 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|005||B|M|Z|080190301|1|ESCOLA FORT PIENC|C ALI BEI 75 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|006||A|A|L|080190078|1|CENTRE TRANSFORMADORS|C AUSIAS MARC 60 08010 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|006||B|M|Z|080190078|1|CENTRE TRANSFORMADORS|C AUSIAS MARC 60 08010 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|007||U|A|Z|080190078|1|CENTRE TRANSFORMADORS|C AUSIAS MARC 60 08010 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|008||A|A|L|080190301|1|ESCOLA FORT PIENC|C ALI BEI 75 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|008||B|M|Z|080190301|1|ESCOLA FORT PIENC|C ALI BEI 75 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|009||A|A|L|080190198|1|BIBLIOTECA FORT PIENC|PL FORT PIENC 5 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|009||B|M|Z|080190198|1|BIBLIOTECA FORT PIENC|PL FORT PIENC 5 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|010||U|A|Z|080190220|1|CASA GROGA DE L'EIXAMPLE|C ALI BEI 120 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|011||U|A|Z|080190198|1|BIBLIOTECA FORT PIENC|PL FORT PIENC 5 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|012||A|A|L|080190220|1|CASA GROGA DE L'EIXAMPLE|C ALI BEI 120 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|012||B|M|Z|080190220|1|CASA GROGA DE L'EIXAMPLE|C ALI BEI 120 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|013||U|A|Z|080190220|1|CASA GROGA DE L'EIXAMPLE|C ALI BEI 120 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|014||U|A|Z|080190333|1|ESCOLA RAMON LLULL|C CONSELL DE CENT 513 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|015||U|A|Z|080190333|1|ESCOLA RAMON LLULL|C CONSELL DE CENT 513 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|016||A|A|L|080190333|1|ESCOLA RAMON LLULL|C CONSELL DE CENT 513 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|016||B|M|Z|080190333|1|ESCOLA RAMON LLULL|C CONSELL DE CENT 513 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|017||A|A|L|080190333|1|ESCOLA RAMON LLULL|C CONSELL DE CENT 513 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|017||B|M|Z|080190333|1|ESCOLA RAMON LLULL|C CONSELL DE CENT 513 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|018||A|A|L|080190333|1|ESCOLA RAMON LLULL|C CONSELL DE CENT 513 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|018||B|M|Z|080190333|1|ESCOLA RAMON LLULL|C CONSELL DE CENT 513 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|019||A|A|L|080190333|1|ESCOLA RAMON LLULL|C CONSELL DE CENT 513 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|019||B|M|Z|080190333|1|ESCOLA RAMON LLULL|C CONSELL DE CENT 513 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|020||U|A|Z|080190333|1|ESCOLA RAMON LLULL|C CONSELL DE CENT 513 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|021||A|A|L|080190083|1|ESCOLA GAIA|C CONSELL DE CENT 550 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|021||B|M|Z|080190083|1|ESCOLA GAIA|C CONSELL DE CENT 550 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|022||U|A|Z|080190366|1|ESCOLA DELS ENCANTS|C CONSELL DE CENT 558 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|023||U|A|Z|080190366|1|ESCOLA DELS ENCANTS|C CONSELL DE CENT 558 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|024||U|A|Z|080190083|1|ESCOLA GAIA|C CONSELL DE CENT 550 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|025||U|A|Z|080190083|1|ESCOLA GAIA|C CONSELL DE CENT 550 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|026||A|A|L|080190306|1|CENTRE CÍVIC SAGRADA FAMÍLIA|C PROVENÇA 480 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|026||B|M|Z|080190306|1|CENTRE CÍVIC SAGRADA FAMÍLIA|C PROVENÇA 480 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|027||A|A|L|080190334|1|ESCOLA TABOR|C CARTAGENA 231 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|027||B|M|Z|080190334|1|ESCOLA TABOR|C CARTAGENA 231 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|028||A|A|L|080190140|1|VEDRUNA IMMACULADA BARCELONA|C DOS DE MAIG 249 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|028||B|M|Z|080190140|1|VEDRUNA IMMACULADA BARCELONA|C DOS DE MAIG 249 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|029||U|A|Z|080190366|1|ESCOLA DELS ENCANTS|C CONSELL DE CENT 558 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|030||U|A|Z|080190366|1|ESCOLA DELS ENCANTS|C CONSELL DE CENT 558 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|031||U|A|Z|080190140|1|VEDRUNA IMMACULADA BARCELONA|C DOS DE MAIG 249 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|032||U|A|Z|080190140|1|VEDRUNA IMMACULADA BARCELONA|C DOS DE MAIG 249 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|033||U|A|Z|080190334|1|ESCOLA TABOR|C CARTAGENA 231 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|034||U|A|Z|080190334|1|ESCOLA TABOR|C CARTAGENA 231 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|035||U|A|Z|080190305|1|ESPAI 210|C PADILLA 210 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|036||U|A|Z|080190334|1|ESCOLA TABOR|C CARTAGENA 231 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|037||U|A|Z|080190334|1|ESCOLA TABOR|C CARTAGENA 231 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|038||A|A|L|080190140|1|VEDRUNA IMMACULADA BARCELONA|C DOS DE MAIG 249 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|038||B|M|Z|080190140|1|VEDRUNA IMMACULADA BARCELONA|C DOS DE MAIG 249 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|039||A|A|L|080190306|1|CENTRE CÍVIC SAGRADA FAMÍLIA|C PROVENÇA 480 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|039||B|M|Z|080190306|1|CENTRE CÍVIC SAGRADA FAMÍLIA|C PROVENÇA 480 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|040||A|A|L|080190306|1|CENTRE CÍVIC SAGRADA FAMÍLIA|C PROVENÇA 480 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|040||B|M|Z|080190306|1|CENTRE CÍVIC SAGRADA FAMÍLIA|C PROVENÇA 480 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|041||A|A|L|080190260|1|ESCOLA MIRALLETES|C INDUSTRIA 255 08041 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|041||B|M|Z|080190260|1|ESCOLA MIRALLETES|C INDUSTRIA 255 08041 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|042||A|A|L|080190335|1|ESCOLA FRUCTUÓS GELABERT|C SARDENYA 368 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|042||B|M|Z|080190335|1|ESCOLA FRUCTUÓS GELABERT|C SARDENYA 368 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|043||A|A|L|080190335|1|ESCOLA FRUCTUÓS GELABERT|C SARDENYA 368 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|043||B|M|Z|080190335|1|ESCOLA FRUCTUÓS GELABERT|C SARDENYA 368 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|044||U|A|Z|080190335|1|ESCOLA FRUCTUÓS GELABERT|C SARDENYA 368 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|045||U|A|Z|080190335|1|ESCOLA FRUCTUÓS GELABERT|C SARDENYA 368 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|046||A|A|L|080190306|1|CENTRE CÍVIC SAGRADA FAMÍLIA|C PROVENÇA 480 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|046||B|M|Z|080190306|1|CENTRE CÍVIC SAGRADA FAMÍLIA|C PROVENÇA 480 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|047||A|A|L|080190306|1|CENTRE CÍVIC SAGRADA FAMÍLIA|C PROVENÇA 480 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|047||B|M|Z|080190306|1|CENTRE CÍVIC SAGRADA FAMÍLIA|C PROVENÇA 480 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|048||U|A|Z|080190335|1|ESCOLA FRUCTUÓS GELABERT|C SARDENYA 368 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|049||A|A|L|080190306|1|CENTRE CÍVIC SAGRADA FAMÍLIA|C PROVENÇA 480 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|049||B|M|Z|080190306|1|CENTRE CÍVIC SAGRADA FAMÍLIA|C PROVENÇA 480 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|050||A|A|L|080190305|1|ESPAI 210|C PADILLA 210 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|050||B|M|Z|080190305|1|ESPAI 210|C PADILLA 210 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|051||A|A|L|080190305|1|ESPAI 210|C PADILLA 210 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|051||B|M|Z|080190305|1|ESPAI 210|C PADILLA 210 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|052||A|A|L|080190087|1|ATENEU POBLET|C NAPOLS 268 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|052||B|M|Z|080190087|1|ATENEU POBLET|C NAPOLS 268 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|053||A|A|L|080190087|1|ATENEU POBLET|C NAPOLS 268 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|053||B|M|Z|080190087|1|ATENEU POBLET|C NAPOLS 268 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|054||A|A|L|080190087|1|ATENEU POBLET|C NAPOLS 268 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|054||B|M|Z|080190087|1|ATENEU POBLET|C NAPOLS 268 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|055||A|A|L|080190090|1|ESCOLA 9 GRAONS|C ROGER DE FLOR 217 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|055||B|M|Z|080190090|1|ESCOLA 9 GRAONS|C ROGER DE FLOR 217 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|056||U|A|Z|080190336|1|ESCOLA DOMINIQUES ENSENYAMENT|C MALLORCA 349 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|057||U|A|Z|080190336|1|ESCOLA DOMINIQUES ENSENYAMENT|C MALLORCA 349 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|058||A|A|L|080190090|1|ESCOLA 9 GRAONS|C ROGER DE FLOR 217 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|058||B|M|Z|080190090|1|ESCOLA 9 GRAONS|C ROGER DE FLOR 217 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|059||A|A|L|080190090|1|ESCOLA 9 GRAONS|C ROGER DE FLOR 217 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|059||B|M|Z|080190090|1|ESCOLA 9 GRAONS|C ROGER DE FLOR 217 08025 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|060||A|A|L|080190336|1|ESCOLA DOMINIQUES ENSENYAMENT|C MALLORCA 349 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|060||B|M|Z|080190336|1|ESCOLA DOMINIQUES ENSENYAMENT|C MALLORCA 349 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|061||U|A|Z|080190332|1|ESCOLA MARISTES LA IMMACULADA|C VALENCIA 370 08009 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|062||U|A|Z|080190332|1|ESCOLA MARISTES LA IMMACULADA|C VALENCIA 370 08009 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|063||U|A|Z|080190337|1|ESCOLA DE LA CONCEPCIÓ|C BRUC 102 08009 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|064||U|A|Z|080190337|1|ESCOLA DE LA CONCEPCIÓ|C BRUC 102 08009 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|065||A|A|L|080190337|1|ESCOLA DE LA CONCEPCIÓ|C BRUC 102 08009 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|065||B|M|Z|080190337|1|ESCOLA DE LA CONCEPCIÓ|C BRUC 102 08009 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|066||A|A|L|080190332|1|ESCOLA MARISTES LA IMMACULADA|C VALENCIA 370 08009 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|066||B|M|Z|080190332|1|ESCOLA MARISTES LA IMMACULADA|C VALENCIA 370 08009 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|067||U|A|Z|080190331|1|CASAL DE GENT GRAN CARLIT|C ROGER DE FLOR 162 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|068||A|A|L|080190331|1|CASAL DE GENT GRAN CARLIT|C ROGER DE FLOR 162 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|068||B|M|Z|080190331|1|CASAL DE GENT GRAN CARLIT|C ROGER DE FLOR 162 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|069||U|A|Z|080190331|1|CASAL DE GENT GRAN CARLIT|C ROGER DE FLOR 162 08013 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|070||U|A|Z|080190337|1|ESCOLA DE LA CONCEPCIÓ|C BRUC 102 08009 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|071||A|A|L|080190337|1|ESCOLA DE LA CONCEPCIÓ|C BRUC 102 08009 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|071||B|M|Z|080190337|1|ESCOLA DE LA CONCEPCIÓ|C BRUC 102 08009 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|072||U|A|Z|080190337|1|ESCOLA DE LA CONCEPCIÓ|C BRUC 102 08009 BARCELONA||2023-07-23|generales
08|019|BARCELONA|02|073||A|A|L|080190094|1|OAC - EIXAMPLE|C ARAGO 328 08009 BARCELONA||2023-07-23|generales
