Column1|CUSEC=poblacion(4)+distrito(2)+mesa(3)|VotosObtenidos|Unnamed: 0|VotosCandidaturas|VotosBlanco|VotosNulos|codigo_prov|codigo_mun|distrito|Comunidad autónoma|Provincia|Código de provincia|Municipio|Código de municipio|Tipo de elemento|Renta media por persona|Renta media por hogar|%FO|VotosObtenidosPSOE|%PSOE|Poblacion_es|%FO_distritos|renta|fecha|elecciones
5687|0810205007|2|5687|1252|17|6|08|08102|0810205|Cataluña|Barcelona|08|Igualada|08102|sección|11681.0|30845.0|0.16|448|35.78|35623|0.15|mid_income|2023-07-23|generales
5688|0810301001|0|5688|423|7|08|08|08103|0810301|Cataluña|Barcelona|08|Jorba|08103|sección|12647.0|33027.0|0|99|23.4|784|0|uppermid_income|2023-07-23|generales
5689|0810401001|0|5689|457|7|9|08|08104|0810401|Cataluña|Barcelona|08|Llacuna La|08104|sección|12872.0|30957.0|0|107|23.41|0805|0|mid_income|2023-07-23|generales
5690|0810501001|0|5690|703|4|6|08|08105|0810501|Cataluña|Barcelona|08|Llagosta La|08105|sección|10583.0|28465.0|0|312|44.38|11621|0.36|mid_income|2023-07-23|generales
5691|0810501002|4|5691|763|10|08|08|08105|0810501|Cataluña|Barcelona|08|Llagosta La|08105|sección|11070.0|30053.0|0.52|414|54.26|11621|0.36|mid_income|2023-07-23|generales
5692|0810501003|5|5692|660|11|4|08|08105|0810501|Cataluña|Barcelona|08|Llagosta La|08105|sección|9702.0|27692.0|0.76|358|54.24|11621|0.36|mid_income|2023-07-23|generales
5693|0810501004|0|5693|687|1|6|08|08105|0810501|Cataluña|Barcelona|08|Llagosta La|08105|sección|10214.0|27032.0|0|331|48.18|11621|0.36|mid_income|2023-07-23|generales
5694|0810501005|3|5694|668|6|08|08|08105|0810501|Cataluña|Barcelona|08|Llagosta La|08105|sección|9713.0|26307.0|0.45|325|48.65|11621|0.36|mid_income|2023-07-23|generales
5695|0810501006|1|5695|558|5|08|08|08105|0810501|Cataluña|Barcelona|08|Llagosta La|08105|sección|9539.0|24703.0|0.18|283|50.72|11621|0.36|low_income|2023-07-23|generales
5696|0810501007|1|5696|586|6|6|08|08105|0810501|Cataluña|Barcelona|08|Llagosta La|08105|sección|9381.0|24533.0|0.17|321|54.78|11621|0.36|low_income|2023-07-23|generales
5697|0810501008|3|5697|634|7|4|08|08105|0810501|Cataluña|Barcelona|08|Llagosta La|08105|sección|11481.0|34236.0|0.47|266|41.96|11621|0.36|uppermid_income|2023-07-23|generales
5698|0810501009|5|5698|0839|11|10|08|08105|0810501|Cataluña|Barcelona|08|Llagosta La|08105|sección|12257.0|36441.0|0.6|398|47.44|11621|0.36|uppermid_income|2023-07-23|generales
5699|0810601001|3|5699|746|5|08|08|08106|0810601|Cataluña|Barcelona|08|Llinars del Vallès|08106|sección|10675.0|28353.0|0.4|230|30.83|9361|0.45|mid_income|2023-07-23|generales
5700|0810601002|5|5700|1030|08|19|08|08106|0810601|Cataluña|Barcelona|08|Llinars del Vallès|08106|sección|11379.0|28664.0|0.49|341|33.11|9361|0.45|mid_income|2023-07-23|generales
5701|0810602001|1|5701|1119|4|6|08|08106|0810602|Cataluña|Barcelona|08|Llinars del Vallès|08106|sección|13880.0|36857.0|0.09|346|30.92|9361|0.18|uppermid_income|2023-07-23|generales
5702|0810602002|4|5702|768|08|6|08|08106|0810602|Cataluña|Barcelona|08|Llinars del Vallès|08106|sección|13657.0|38457.0|0.52|267|34.77|9361|0.18|uppermid_income|2023-07-23|generales
5703|0810602003|1|5703|0825|9|9|08|08106|0810602|Cataluña|Barcelona|08|Llinars del Vallès|08106|sección|13657.0|39596.0|0.12|304|36.85|9361|0.18|uppermid_income|2023-07-23|generales
5704|0810602004|0|5704|705|3|1|08|08106|0810602|Cataluña|Barcelona|08|Llinars del Vallès|08106|sección|13259.0|39210.0|0|154|21.84|9361|0.18|uppermid_income|2023-07-23|generales
5705|0810701001|0|5705|1029|13|08|08|08107|0810701|Cataluña|Barcelona|08|Lliçà d'Amunt|08107|sección|13303.0|38124.0|0|321|31.2|15300|0.22|uppermid_income|2023-07-23|generales
5706|0810701002|2|5706|728|2|08|08|08107|0810701|Cataluña|Barcelona|08|Lliçà d'Amunt|08107|sección|13827.0|39373.0|0.27|254|34.89|15300|0.22|uppermid_income|2023-07-23|generales
5707|0810701003|2|5707|711|6|4|08|08107|0810701|Cataluña|Barcelona|08|Lliçà d'Amunt|08107|sección|12110.0|37570.0|0.28|241|33.9|15300|0.22|uppermid_income|2023-07-23|generales
5708|0810701004|5|5708|982|10|3|08|08107|0810701|Cataluña|Barcelona|08|Lliçà d'Amunt|08107|sección|12046.0|36218.0|0.51|313|31.87|15300|0.22|uppermid_income|2023-07-23|generales
5709|0810701005|2|5709|922|5|7|08|08107|0810701|Cataluña|Barcelona|08|Lliçà d'Amunt|08107|sección|12736.0|37965.0|0.22|344|37.31|15300|0.22|uppermid_income|2023-07-23|generales
5710|0810701006|0|5710|630|6|0|08|08107|0810701|Cataluña|Barcelona|08|Lliçà d'Amunt|08107|sección|12378.0|36360.0|0|263|41.75|15300|0.22|uppermid_income|2023-07-23|generales
5711|0810701007|4|5711|961|7|5|08|08107|0810701|Cataluña|Barcelona|08|Lliçà d'Amunt|08107|sección|13999.0|42274.0|0.42|335|34.86|15300|0.22|uppermid_income|2023-07-23|generales
5712|0810701008|2|5712|789|5|9|08|08107|0810701|Cataluña|Barcelona|08|Lliçà d'Amunt|08107|sección|12125.0|35720.0|0.25|293|37.14|15300|0.22|uppermid_income|2023-07-23|generales
5713|0810701009|0|5713|705|2|10|08|08107|0810701|Cataluña|Barcelona|08|Lliçà d'Amunt|08107|sección|12062.0|36048.0|0|282|40|15300|0.22|uppermid_income|2023-07-23|generales
5714|0810701010|1|5714|788|7|3|08|08107|0810701|Cataluña|Barcelona|08|Lliçà d'Amunt|08107|sección|12554.0|36694.0|0.13|256|32.49|15300|0.22|uppermid_income|2023-07-23|generales
5715|0810801001|2|5715|1050|08|11|08|08108|0810801|Cataluña|Barcelona|08|Lliçà de Vall|08108|sección|13855.0|40545.0|0.19|346|32.95|6521|0.14|uppermid_income|2023-07-23|generales
5716|0810801002|0|5716|1034|10|7|08|08108|0810801|Cataluña|Barcelona|08|Lliçà de Vall|08108|sección|14740.0|44890.0|0|351|33.95|6521|0.14|uppermid_income|2023-07-23|generales
5717|0810801003|2|5717|936|9|4|08|08108|0810801|Cataluña|Barcelona|08|Lliçà de Vall|08108|sección|14069.0|41784.0|0.21|282|30.13|6521|0.14|uppermid_income|2023-07-23|generales
5718|0810801004|1|5718|623|12|1|08|08108|0810801|Cataluña|Barcelona|08|Lliçà de Vall|08108|sección|12142.0|33444.0|0.16|228|36.6|6521|0.14|uppermid_income|2023-07-23|generales
5719|0810901001|0|5719|151|0|4|08|08109|0810901|Cataluña|Barcelona|08|Lluçà|08109|sección|11165.0|31786.0|0|14|9.27|264|0|mid_income|2023-07-23|generales
5720|0811001001|3|5720|770|08|08|08|08110|0811001|Cataluña|Barcelona|08|Malgrat de Mar|08110|sección|11244.0|29736.0|0.39|269|34.94|16708|0.24|mid_income|2023-07-23|generales
5721|0811001002|2|5721|1314|08|11|08|08110|0811001|Cataluña|Barcelona|08|Malgrat de Mar|08110|sección|11078.0|28354.0|0.15|477|36.3|16708|0.24|mid_income|2023-07-23|generales
5722|0811001003|2|5722|1051|3|12|08|08110|0811001|Cataluña|Barcelona|08|Malgrat de Mar|08110|sección|9608.0|26180.0|0.19|465|44.24|16708|0.24|mid_income|2023-07-23|generales
5723|0811001004|2|5723|0809|6|15|08|08110|0811001|Cataluña|Barcelona|08|Malgrat de Mar|08110|sección|9895.0|27638.0|0.25|331|40.91|16708|0.24|mid_income|2023-07-23|generales
5724|0811001005|2|5724|0867|08|9|08|08110|0811001|Cataluña|Barcelona|08|Malgrat de Mar|08110|sección|10155.0|27147.0|0.23|335|38.64|16708|0.24|mid_income|2023-07-23|generales
5725|0811001006|3|5725|1117|12|12|08|08110|0811001|Cataluña|Barcelona|08|Malgrat de Mar|08110|sección|10967.0|29208.0|0.27|463|41.45|16708|0.24|mid_income|2023-07-23|generales
5726|0811002001|2|5726|0822|5|5|08|08110|0811002|Cataluña|Barcelona|08|Malgrat de Mar|08110|sección|12354.0|31562.0|0.24|205|24.94|16708|0.14|mid_income|2023-07-23|generales
5727|0811002002|1|5727|1084|08|6|08|08110|0811002|Cataluña|Barcelona|08|Malgrat de Mar|08110|sección|11345.0|29375.0|0.09|343|31.64|16708|0.14|mid_income|2023-07-23|generales
5728|0811002003|1|5728|904|6|9|08|08110|0811002|Cataluña|Barcelona|08|Malgrat de Mar|08110|sección|11179.0|25644.0|0.11|351|38.83|16708|0.14|mid_income|2023-07-23|generales
5729|0811101001|1|5729|143|3|2|08|08111|0811101|Cataluña|Barcelona|08|Malla|08111|sección|15792.0|47556.0|0.7|19|13.29|261|0.7|high_income|2023-07-23|generales
5730|0811201001|1|5730|0837|9|11|08|08112|0811201|Cataluña|Barcelona|08|Manlleu|08112|sección|14380.0|38944.0|0.12|201|24.01|15850|0.08|uppermid_income|2023-07-23|generales
5731|0811201002|0|5731|384|3|4|08|08112|0811201|Cataluña|Barcelona|08|Manlleu|08112|sección|11741.0|29779.0|0|90|23.44|15850|0.08|mid_income|2023-07-23|generales
5732|0811202001|0|5732|772|5|3|08|08112|0811202|Cataluña|Barcelona|08|Manlleu|08112|sección|12637.0|33149.0|0|248|32.12|15850|0.12|uppermid_income|2023-07-23|generales
5733|0811202002|1|5733|721|08|5|08|08112|0811202|Cataluña|Barcelona|08|Manlleu|08112|sección|11111.0|32569.0|0.14|296|41.05|15850|0.12|uppermid_income|2023-07-23|generales
5734|0811202003|2|5734|461|3|4|08|08112|0811202|Cataluña|Barcelona|08|Manlleu|08112|sección|10875.0|28182.0|0.43|144|31.24|15850|0.12|mid_income|2023-07-23|generales
5735|0811202004|0|5735|518|7|5|08|08112|0811202|Cataluña|Barcelona|08|Manlleu|08112|sección|9672.0|29171.0|0|181|34.94|15850|0.12|mid_income|2023-07-23|generales
5736|0811203001|1|5736|653|11|2|08|08112|0811203|Cataluña|Barcelona|08|Manlleu|08112|sección|10781.0|31538.0|0.15|224|34.3|15850|0.15|mid_income|2023-07-23|generales
5737|0811203002|1|5737|707|5|2|08|08112|0811203|Cataluña|Barcelona|08|Manlleu|08112|sección|10354.0|29554.0|0.14|263|37.2|15850|0.15|mid_income|2023-07-23|generales
5738|0811203003|1|5738|580|4|1|08|08112|0811203|Cataluña|Barcelona|08|Manlleu|08112|sección|08028.0|25720.0|0.17|236|40.69|15850|0.15|mid_income|2023-07-23|generales
5739|0811203004|1|5739|698|7|3|08|08112|0811203|Cataluña|Barcelona|08|Manlleu|08112|sección|9969.0|31157.0|0.14|275|39.4|15850|0.15|mid_income|2023-07-23|generales
5740|0811204001|0|5740|371|0|5|08|08112|0811204|Cataluña|Barcelona|08|Manlleu|08112|sección|11902.0|33535.0|0|95|25.61|15850|0.08|uppermid_income|2023-07-23|generales
5741|0811204002|1|5741|913|7|08|08|08112|0811204|Cataluña|Barcelona|08|Manlleu|08112|sección|12361.0|34388.0|0.11|221|24.21|15850|0.08|uppermid_income|2023-07-23|generales
5742|0811301001|2|5742|337|5|2|08|08113|0811301|Cataluña|Barcelona|08|Manresa|08113|sección|08772.0|20943.0|0.59|93|27.6|62811|0.47|low_income|2023-07-23|generales
5743|0811301002|1|5743|305|2|0|08|08113|0811301|Cataluña|Barcelona|08|Manresa|08113|sección|08584.0|21209.0|0.33|101|33.11|62811|0.47|low_income|2023-07-23|generales
5744|0811302001|1|5744|400|5|3|08|08113|0811302|Cataluña|Barcelona|08|Manresa|08113|sección|13818.0|32207.0|0.25|79|19.75|62811|0.14|mid_income|2023-07-23|generales
5745|0811302002|0|5745|1040|13|3|08|08113|0811302|Cataluña|Barcelona|08|Manresa|08113|sección|17689.0|40065.0|0|233|22.4|62811|0.14|uppermid_income|2023-07-23|generales
5746|0811302003|1|5746|917|10|3|08|08113|0811302|Cataluña|Barcelona|08|Manresa|08113|sección|13329.0|34165.0|0.11|241|26.28|62811|0.14|uppermid_income|2023-07-23|generales
5747|0811302004|1|5747|977|10|5|08|08113|0811302|Cataluña|Barcelona|08|Manresa|08113|sección|15288.0|37614.0|0.1|240|24.56|62811|0.14|uppermid_income|2023-07-23|generales
5748|0811302005|0|5748|0881|3|9|08|08113|0811302|Cataluña|Barcelona|08|Manresa|08113|sección|12166.0|31305.0|0|238|27.01|62811|0.14|mid_income|2023-07-23|generales
5749|0811302006|1|5749|326|0|6|08|08113|0811302|Cataluña|Barcelona|08|Manresa|08113|sección|11013.0|29002.0|0.31|105|32.21|62811|0.14|mid_income|2023-07-23|generales
5750|0811302007|0|5750|622|3|3|08|08113|0811302|Cataluña|Barcelona|08|Manresa|08113|sección|12286.0|29727.0|0|220|35.37|62811|0.14|mid_income|2023-07-23|generales
5751|0811302008|1|5751|393|2|5|08|08113|0811302|Cataluña|Barcelona|08|Manresa|08113|sección|10933.0|26776.0|0.25|129|32.82|62811|0.14|mid_income|2023-07-23|generales
5752|0811302009|3|5752|701|6|10|08|08113|0811302|Cataluña|Barcelona|08|Manresa|08113|sección|9985.0|26459.0|0.43|233|33.24|62811|0.14|mid_income|2023-07-23|generales
5753|0811302010|3|5753|0843|2|11|08|08113|0811302|Cataluña|Barcelona|08|Manresa|08113|sección|15630.0|37720.0|0.36|227|26.93|62811|0.14|uppermid_income|2023-07-23|generales
5754|0811302011|0|5754|786|10|5|08|08113|0811302|Cataluña|Barcelona|08|Manresa|08113|sección|13712.0|34107.0|0|227|28.88|62811|0.14|uppermid_income|2023-07-23|generales
5755|0811302012|0|5755|718|08|13|08|08113|0811302|Cataluña|Barcelona|08|Manresa|08113|sección|15423.0|38668.0|0|177|24.65|62811|0.14|uppermid_income|2023-07-23|generales
5756|0811302013|1|5756|579|3|4|08|08113|0811302|Cataluña|Barcelona|08|Manresa|08113|sección|11516.0|29467.0|0.17|192|33.16|62811|0.14|mid_income|2023-07-23|generales
5757|0811302014|1|5757|407|5|3|08|08113|0811302|Cataluña|Barcelona|08|Manresa|08113|sección|12306.0|31379.0|0.25|117|28.75|62811|0.14|mid_income|2023-07-23|generales
5758|0811303001|1|5758|373|3|7|08|08113|0811303|Cataluña|Barcelona|08|Manresa|08113|sección|08855.0|21146.0|0.27|103|27.61|62811|0.42|low_income|2023-07-23|generales
5759|0811303002|1|5759|326|2|3|08|08113|0811303|Cataluña|Barcelona|08|Manresa|08113|sección|9291.0|21471.0|0.31|108|33.13|62811|0.42|low_income|2023-07-23|generales
5760|0811303004|0|5760|500|4|9|08|08113|0811303|Cataluña|Barcelona|08|Manresa|08113|sección|10327.0|25133.0|0|164|32.8|62811|0.42|mid_income|2023-07-23|generales
5761|0811303005|4|5761|975|17|11|08|08113|0811303|Cataluña|Barcelona|08|Manresa|08113|sección|10731.0|27460.0|0.41|287|29.44|62811|0.42|mid_income|2023-07-23|generales
5762|0811303006|5|5762|442|6|4|08|08113|0811303|Cataluña|Barcelona|08|Manresa|08113|sección|11282.0|28457.0|1.13|153|34.62|62811|0.42|mid_income|2023-07-23|generales
5763|0811304001|0|5763|752|11|10|08|08113|0811304|Cataluña|Barcelona|08|Manresa|08113|sección|11933.0|27727.0|0|187|24.87|62811|0.12|mid_income|2023-07-23|generales
5764|0811304003|0|5764|374|4|9|08|08113|0811304|Cataluña|Barcelona|08|Manresa|08113|sección|11775.0|27066.0|0|104|27.81|62811|0.12|mid_income|2023-07-23|generales
5765|0811304004|3|5765|0859|4|9|08|08113|0811304|Cataluña|Barcelona|08|Manresa|08113|sección|14815.0|37315.0|0.35|213|24.8|62811|0.12|uppermid_income|2023-07-23|generales
5766|0811304005|1|5766|646|5|4|08|08113|0811304|Cataluña|Barcelona|08|Manresa|08113|sección|12697.0|31875.0|0.15|178|27.55|62811|0.12|mid_income|2023-07-23|generales
5767|0811304006|1|5767|699|4|7|08|08113|0811304|Cataluña|Barcelona|08|Manresa|08113|sección|11783.0|30333.0|0.14|197|28.18|62811|0.12|mid_income|2023-07-23|generales
5768|0811304007|2|5768|932|5|6|08|08113|0811304|Cataluña|Barcelona|08|Manresa|08113|sección|12351.0|31990.0|0.21|299|32.08|62811|0.12|mid_income|2023-07-23|generales
5769|0811304008|0|5769|691|4|6|08|08113|0811304|Cataluña|Barcelona|08|Manresa|08113|sección|12284.0|31422.0|0|235|34.01|62811|0.12|mid_income|2023-07-23|generales
5770|0811304009|2|5770|749|5|4|08|08113|0811304|Cataluña|Barcelona|08|Manresa|08113|sección|11834.0|30700.0|0.27|290|38.72|62811|0.12|mid_income|2023-07-23|generales
5771|0811304011|1|5771|397|4|4|08|08113|0811304|Cataluña|Barcelona|08|Manresa|08113|sección|11350.0|26733.0|0.25|116|29.22|62811|0.12|mid_income|2023-07-23|generales
5772|0811304012|0|5772|407|3|1|08|08113|0811304|Cataluña|Barcelona|08|Manresa|08113|sección|11740.0|29519.0|0|083|20.39|62811|0.12|mid_income|2023-07-23|generales
5773|0811304013|0|5773|680|5|10|08|08113|0811304|Cataluña|Barcelona|08|Manresa|08113|sección|12466.0|33194.0|0|218|32.06|62811|0.12|uppermid_income|2023-07-23|generales
5774|0811304014|1|5774|922|08|4|08|08113|0811304|Cataluña|Barcelona|08|Manresa|08113|sección|15269.0|38851.0|0.11|250|27.11|62811|0.12|uppermid_income|2023-07-23|generales
5775|0811304015|0|5775|1147|12|12|08|08113|0811304|Cataluña|Barcelona|08|Manresa|08113|sección|14229.0|38688.0|0|322|28.07|62811|0.12|uppermid_income|2023-07-23|generales
5776|0811305001|0|5776|343|2|4|08|08113|0811305|Cataluña|Barcelona|08|Manresa|08113|sección|08985.0|24271.0|0|148|43.15|62811|0.16|low_income|2023-07-23|generales
5777|0811305002|0|5777|450|3|3|08|08113|0811305|Cataluña|Barcelona|08|Manresa|08113|sección|08552.0|21727.0|0|157|34.89|62811|0.16|low_income|2023-07-23|generales
5778|0811305003|0|5778|600|5|7|08|08113|0811305|Cataluña|Barcelona|08|Manresa|08113|sección|11036.0|30126.0|0|185|30.83|62811|0.16|mid_income|2023-07-23|generales
5779|0811305004|1|5779|391|2|2|08|08113|0811305|Cataluña|Barcelona|08|Manresa|08113|sección|11051.0|28364.0|0.26|162|41.43|62811|0.16|mid_income|2023-07-23|generales
5780|0811305005|2|5780|0849|11|3|08|08113|0811305|Cataluña|Barcelona|08|Manresa|08113|sección|10235.0|27031.0|0.24|284|33.45|62811|0.16|mid_income|2023-07-23|generales
5781|0811305006|1|5781|738|9|4|08|08113|0811305|Cataluña|Barcelona|08|Manresa|08113|sección|10852.0|27992.0|0.14|271|36.72|62811|0.16|mid_income|2023-07-23|generales
5782|0811305007|2|5782|206|0|2|08|08113|0811305|Cataluña|Barcelona|08|Manresa|08113|sección|9563.0|25130.0|0.97|96|46.6|62811|0.16|mid_income|2023-07-23|generales
5783|0811305008|1|5783|350|3|2|08|08113|0811305|Cataluña|Barcelona|08|Manresa|08113|sección|13322.0|35712.0|0.29|084|24|62811|0.16|uppermid_income|2023-07-23|generales
5784|0811305010|1|5784|583|10|2|08|08113|0811305|Cataluña|Barcelona|08|Manresa|08113|sección|10333.0|23943.0|0.17|297|50.94|62811|0.16|low_income|2023-07-23|generales
5785|0811305011|0|5785|668|7|08|08|08113|0811305|Cataluña|Barcelona|08|Manresa|08113|sección|11666.0|30963.0|0|229|34.28|62811|0.16|mid_income|2023-07-23|generales
5786|0811305012|0|5786|372|3|5|08|08113|0811305|Cataluña|Barcelona|08|Manresa|08113|sección|10628.0|26842.0|0|137|36.83|62811|0.16|mid_income|2023-07-23|generales
5787|0811305013|1|5787|452|0|1|08|08113|0811305|Cataluña|Barcelona|08|Manresa|08113|sección|12361.0|31429.0|0.22|200|44.25|62811|0.16|mid_income|2023-07-23|generales
5788|0811305014|1|5788|0819|08|10|08|08113|0811305|Cataluña|Barcelona|08|Manresa|08113|sección|11648.0|30022.0|0.12|274|33.46|62811|0.16|mid_income|2023-07-23|generales
5789|0811305015|2|5789|525|2|7|08|08113|0811305|Cataluña|Barcelona|08|Manresa|08113|sección|10093.0|23760.0|0.38|288|54.86|62811|0.16|low_income|2023-07-23|generales
5790|0811305017|0|5790|0872|6|10|08|08113|0811305|Cataluña|Barcelona|08|Manresa|08113|sección|13391.0|39428.0|0|302|34.63|62811|0.16|uppermid_income|2023-07-23|generales
5791|0811305018|2|5791|430|2|4|08|08113|0811305|Cataluña|Barcelona|08|Manresa|08113|sección|10791.0|30215.0|0.47|199|46.28|62811|0.16|mid_income|2023-07-23|generales
5792|0811306001|2|5792|322|3|2|08|08113|0811306|Cataluña|Barcelona|08|Manresa|08113|sección|08527.0|19702.0|0.62|188|58.39|62811|0.26|low_income|2023-07-23|generales
5793|0811306002|0|5793|438|5|5|08|08113|0811306|Cataluña|Barcelona|08|Manresa|08113|sección|12376.0|32150.0|0|086|19.63|62811|0.26|mid_income|2023-07-23|generales
5794|0811401001|1|5794|745|1|4|08|08114|0811401|Cataluña|Barcelona|08|Martorell|08114|sección|10974.0|29582.0|0.13|241|32.35|23401|0.23|mid_income|2023-07-23|generales
5795|0811401002|1|5795|366|0|1|08|08114|0811401|Cataluña|Barcelona|08|Martorell|08114|sección|08384.0|25883.0|0.27|145|39.62|23401|0.23|mid_income|2023-07-23|generales
5796|0811401003|2|5796|634|5|5|08|08114|0811401|Cataluña|Barcelona|08|Martorell|08114|sección|9973.0|29475.0|0.32|232|36.59|23401|0.23|mid_income|2023-07-23|generales
5797|0811402003|6|5797|1064|9|11|08|08114|0811402|Cataluña|Barcelona|08|Martorell|08114|sección|9782.0|29089.0|0.56|464|43.61|23401|0.56|mid_income|2023-07-23|generales
5798|0811403002|0|5798|653|2|5|08|08114|0811403|Cataluña|Barcelona|08|Martorell|08114|sección|9736.0|25419.0|0|322|49.31|23401|0.23|mid_income|2023-07-23|generales
5799|0811403004|1|5799|725|4|9|08|08114|0811403|Cataluña|Barcelona|08|Martorell|08114|sección|9302.0|25018.0|0.14|358|49.38|23401|0.23|mid_income|2023-07-23|generales
5800|0811403005|3|5800|606|3|2|08|08114|0811403|Cataluña|Barcelona|08|Martorell|08114|sección|08595.0|26807.0|0.5|284|46.86|23401|0.23|mid_income|2023-07-23|generales
5801|0811403006|1|5801|768|3|5|08|08114|0811403|Cataluña|Barcelona|08|Martorell|08114|sección|10097.0|30090.0|0.13|314|40.89|23401|0.23|mid_income|2023-07-23|generales
5802|0811403007|0|5802|774|11|5|08|08114|0811403|Cataluña|Barcelona|08|Martorell|08114|sección|12665.0|35360.0|0|356|45.99|23401|0.23|uppermid_income|2023-07-23|generales
5803|0811403008|0|5803|1200|6|08|08|08114|0811403|Cataluña|Barcelona|08|Martorell|08114|sección|13545.0|41007.0|0|537|44.75|23401|0.23|uppermid_income|2023-07-23|generales
5804|0811403010|7|5804|386|08|0|08|08114|0811403|Cataluña|Barcelona|08|Martorell|08114|sección|14892.0|44482.0|1.81|139|36.01|23401|0.23|uppermid_income|2023-07-23|generales
5805|0811404001|2|5805|1285|13|08|08|08114|0811404|Cataluña|Barcelona|08|Martorell|08114|sección|13606.0|40663.0|0.16|469|36.5|23401|0.4|uppermid_income|2023-07-23|generales
5806|0811404002|2|5806|1237|10|6|08|08114|0811404|Cataluña|Barcelona|08|Martorell|08114|sección|14288.0|42094.0|0.16|500|40.42|23401|0.4|uppermid_income|2023-07-23|generales
5807|0811404003|3|5807|0867|9|08|08|08114|0811404|Cataluña|Barcelona|08|Martorell|08114|sección|12375.0|34936.0|0.35|392|45.21|23401|0.4|uppermid_income|2023-07-23|generales
5808|0811404004|11|5808|1085|9|3|08|08114|0811404|Cataluña|Barcelona|08|Martorell|08114|sección|12808.0|36474.0|1.01|476|43.87|23401|0.4|uppermid_income|2023-07-23|generales
5809|0811501001|1|5809|0875|7|13|08|08115|0811501|Cataluña|Barcelona|08|Martorelles|08115|sección|11884.0|30496.0|0.11|332|37.94|4515|0.16|mid_income|2023-07-23|generales
5810|0811501002|0|5810|0860|6|08|08|08115|0811501|Cataluña|Barcelona|08|Martorelles|08115|sección|15602.0|40898.0|0|227|26.4|4515|0.16|uppermid_income|2023-07-23|generales
5811|0811501003|3|5811|768|08|11|08|08115|0811501|Cataluña|Barcelona|08|Martorelles|08115|sección|11945.0|31367.0|0.39|310|40.36|4515|0.16|mid_income|2023-07-23|generales
5812|0811601001|0|5812|389|6|4|08|08116|0811601|Cataluña|Barcelona|08|Masies de Roda Les|08116|sección|13947.0|38585.0|0|088|22.62|680|0|uppermid_income|2023-07-23|generales
5813|0811701001|1|5813|1260|16|9|08|08117|0811701|Cataluña|Barcelona|08|Masies de Voltregà Les|08117|sección|12902.0|35282.0|0.08|347|27.54|2988|0.08|uppermid_income|2023-07-23|generales
5814|0811702001|2|5814|369|2|1|08|08117|0811702|Cataluña|Barcelona|08|Masies de Voltregà Les|08117|sección|12245.0|32314.0|0.54|96|26.02|2988|0.54|mid_income|2023-07-23|generales
5815|0811801001|1|5815|970|4|9|08|08118|0811801|Cataluña|Barcelona|08|Masnou El|08118|sección|17357.0|50187.0|0.1|290|29.9|21217|0.19|high_income|2023-07-23|generales
5816|0811801002|0|5816|1018|12|08|08|08118|0811801|Cataluña|Barcelona|08|Masnou El|08118|sección|14960.0|39791.0|0|281|27.6|21217|0.19|uppermid_income|2023-07-23|generales
5817|0811801003|3|5817|627|12|16|08|08118|0811801|Cataluña|Barcelona|08|Masnou El|08118|sección|13884.0|34131.0|0.48|163|26|21217|0.19|uppermid_income|2023-07-23|generales
5818|0811801004|3|5818|1059|08|3|08|08118|0811801|Cataluña|Barcelona|08|Masnou El|08118|sección|16659.0|46411.0|0.28|345|32.58|21217|0.19|uppermid_income|2023-07-23|generales
5819|0811801005|0|5819|979|11|13|08|08118|0811801|Cataluña|Barcelona|08|Masnou El|08118|sección|14340.0|35549.0|0|295|30.13|21217|0.19|uppermid_income|2023-07-23|generales
5820|0811801006|2|5820|0881|1|9|08|08118|0811801|Cataluña|Barcelona|08|Masnou El|08118|sección|11629.0|31022.0|0.23|289|32.8|21217|0.19|mid_income|2023-07-23|generales
5821|0811801007|0|5821|0803|5|15|08|08118|0811801|Cataluña|Barcelona|08|Masnou El|08118|sección|13331.0|35402.0|0|275|34.25|21217|0.19|uppermid_income|2023-07-23|generales
5822|0811801008|2|5822|716|6|9|08|08118|0811801|Cataluña|Barcelona|08|Masnou El|08118|sección|11507.0|30365.0|0.28|307|42.88|21217|0.19|mid_income|2023-07-23|generales
5823|0811801009|1|5823|434|3|9|08|08118|0811801|Cataluña|Barcelona|08|Masnou El|08118|sección|14858.0|36102.0|0.23|123|28.34|21217|0.19|uppermid_income|2023-07-23|generales
5824|0811801010|4|5824|1069|9|7|08|08118|0811801|Cataluña|Barcelona|08|Masnou El|08118|sección|16132.0|43685.0|0.37|308|28.81|21217|0.19|uppermid_income|2023-07-23|generales
5825|0811802001|6|5825|977|08|7|08|08118|0811802|Cataluña|Barcelona|08|Masnou El|08118|sección|16039.0|42992.0|0.61|272|27.84|21217|0.27|uppermid_income|2023-07-23|generales
5826|0811802002|0|5826|749|6|4|08|08118|0811802|Cataluña|Barcelona|08|Masnou El|08118|sección|16764.0|43311.0|0|200|26.7|21217|0.27|uppermid_income|2023-07-23|generales
5827|0811802003|2|5827|0826|6|7|08|08118|0811802|Cataluña|Barcelona|08|Masnou El|08118|sección|12961.0|34703.0|0.24|241|29.18|21217|0.27|uppermid_income|2023-07-23|generales
5828|0811802004|2|5828|1112|6|5|08|08118|0811802|Cataluña|Barcelona|08|Masnou El|08118|sección|14582.0|37906.0|0.18|358|32.19|21217|0.27|uppermid_income|2023-07-23|generales
