Column1|CUSEC=poblacion(4)+distrito(2)+mesa(3)|VotosObtenidos|Unnamed: 0|VotosCandidaturas|VotosBlanco|VotosNulos|codigo_prov|codigo_mun|distrito|Comunidad autónoma|Provincia|Código de provincia|Municipio|Código de municipio|Tipo de elemento|Renta media por persona|Renta media por hogar|%FO|VotosObtenidosPSOE|%PSOE|Poblacion_es|%FO_distritos|renta|fecha|elecciones
4263|0801903065|2|4263|714|6|08|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|14329.0|37170.0|0.28|266|37.25|1276713|0.18|uppermid_income|2023-07-23|generales
4264|0801903066|2|4264|1163|08|9|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|13416.0|34232.0|0.17|459|39.47|1276713|0.18|uppermid_income|2023-07-23|generales
4265|0801903067|5|4265|0859|4|2|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|13865.0|35164.0|0.58|269|31.32|1276713|0.18|uppermid_income|2023-07-23|generales
4266|0801903068|2|4266|532|4|3|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|12777.0|29060.0|0.38|199|37.41|1276713|0.18|mid_income|2023-07-23|generales
4267|0801903069|0|4267|613|2|1|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|14821.0|36662.0|0|235|38.34|1276713|0.18|uppermid_income|2023-07-23|generales
4268|0801903070|2|4268|559|2|6|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|12120.0|29960.0|0.36|198|35.42|1276713|0.18|mid_income|2023-07-23|generales
4269|0801903071|1|4269|547|3|6|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|11423.0|26112.0|0.18|219|40.04|1276713|0.18|mid_income|2023-07-23|generales
4270|0801903072|0|4270|620|1|4|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|11912.0|27333.0|0|202|32.58|1276713|0.18|mid_income|2023-07-23|generales
4271|0801903073|2|4271|747|4|4|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|13518.0|33037.0|0.27|250|33.47|1276713|0.18|uppermid_income|2023-07-23|generales
4272|0801903074|0|4272|747|6|11|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|13327.0|31590.0|0|241|32.26|1276713|0.18|mid_income|2023-07-23|generales
4273|0801903075|0|4273|717|3|3|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|12877.0|32499.0|0|284|39.61|1276713|0.18|uppermid_income|2023-07-23|generales
4274|0801903076|0|4274|475|4|2|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|12966.0|29561.0|0|190|40|1276713|0.18|mid_income|2023-07-23|generales
4275|0801903077|3|4275|602|1|4|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|12880.0|31097.0|0.5|221|36.71|1276713|0.18|mid_income|2023-07-23|generales
4276|0801903078|1|4276|719|9|1|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|13166.0|32350.0|0.14|254|35.33|1276713|0.18|mid_income|2023-07-23|generales
4277|0801903079|2|4277|696|4|2|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|11377.0|28426.0|0.29|274|39.37|1276713|0.18|mid_income|2023-07-23|generales
4278|0801903080|0|4278|666|7|7|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|13769.0|33199.0|0|308|46.25|1276713|0.18|uppermid_income|2023-07-23|generales
4279|0801903081|1|4279|0845|7|5|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|14542.0|34894.0|0.12|323|38.22|1276713|0.18|uppermid_income|2023-07-23|generales
4280|0801903082|0|4280|0879|7|3|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|15992.0|38072.0|0|316|35.95|1276713|0.18|uppermid_income|2023-07-23|generales
4281|0801903083|1|4281|693|1|2|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|15339.0|35935.0|0.14|232|33.48|1276713|0.18|uppermid_income|2023-07-23|generales
4282|0801903084|2|4282|742|6|1|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|14987.0|36727.0|0.27|227|30.59|1276713|0.18|uppermid_income|2023-07-23|generales
4283|0801903085|0|4283|609|0|2|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|14059.0|31751.0|0|224|36.78|1276713|0.18|mid_income|2023-07-23|generales
4284|0801903086|0|4284|742|3|5|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|20008.0|47343.0|0|256|34.5|1276713|0.18|uppermid_income|2023-07-23|generales
4285|0801903087|5|4285|743|6|4|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|17609.0|42453.0|0.67|261|35.13|1276713|0.18|uppermid_income|2023-07-23|generales
4286|0801903088|0|4286|664|2|1|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|14351.0|33109.0|0|229|34.49|1276713|0.18|uppermid_income|2023-07-23|generales
4287|0801903089|1|4287|656|6|9|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|16651.0|37872.0|0.15|246|37.5|1276713|0.18|uppermid_income|2023-07-23|generales
4288|0801903090|0|4288|552|5|4|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|18062.0|43847.0|0|141|25.54|1276713|0.18|uppermid_income|2023-07-23|generales
4289|0801903091|0|4289|692|5|6|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|15590.0|39269.0|0|184|26.59|1276713|0.18|uppermid_income|2023-07-23|generales
4290|0801903092|1|4290|545|14|7|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|14613.0|34325.0|0.18|190|34.86|1276713|0.18|uppermid_income|2023-07-23|generales
4291|0801903093|0|4291|0802|10|3|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|15404.0|37150.0|0|304|37.91|1276713|0.18|uppermid_income|2023-07-23|generales
4292|0801903094|1|4292|577|2|2|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|16152.0|34262.0|0.17|202|35.01|1276713|0.18|uppermid_income|2023-07-23|generales
4293|0801903095|1|4293|770|4|9|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|13924.0|31969.0|0.13|245|31.82|1276713|0.18|mid_income|2023-07-23|generales
4294|0801903096|3|4294|694|2|6|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|12945.0|30827.0|0.43|237|34.15|1276713|0.18|mid_income|2023-07-23|generales
4295|0801903097|1|4295|544|2|6|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|9796.0|23384.0|0.18|184|33.82|1276713|0.18|low_income|2023-07-23|generales
4296|0801903098|0|4296|572|6|3|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|12229.0|29229.0|0|199|34.79|1276713|0.18|mid_income|2023-07-23|generales
4297|0801903099|0|4297|467|3|2|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|14183.0|30992.0|0|146|31.26|1276713|0.18|mid_income|2023-07-23|generales
4298|0801903100|0|4298|579|08|1|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|13733.0|30143.0|0|159|27.46|1276713|0.18|mid_income|2023-07-23|generales
4299|0801903101|2|4299|735|6|5|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|12571.0|30179.0|0.27|221|30.07|1276713|0.18|mid_income|2023-07-23|generales
4300|0801903102|0|4300|613|1|08|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|14242.0|33638.0|0|175|28.55|1276713|0.18|uppermid_income|2023-07-23|generales
4301|0801903103|0|4301|592|5|12|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|14347.0|33543.0|0|177|29.9|1276713|0.18|uppermid_income|2023-07-23|generales
4302|0801903104|3|4302|599|1|5|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|12718.0|30849.0|0.5|153|25.54|1276713|0.18|mid_income|2023-07-23|generales
4303|0801903105|1|4303|505|2|3|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|13368.0|29881.0|0.2|139|27.52|1276713|0.18|mid_income|2023-07-23|generales
4304|0801903106|2|4304|552|2|4|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|13515.0|30000.0|0.36|137|24.82|1276713|0.18|mid_income|2023-07-23|generales
4305|0801903107|0|4305|0807|5|3|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|15988.0|37065.0|0|251|31.1|1276713|0.18|uppermid_income|2023-07-23|generales
4306|0801903108|1|4306|732|3|6|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|13600.0|32606.0|0.14|221|30.19|1276713|0.18|uppermid_income|2023-07-23|generales
4307|0801903109|1|4307|751|3|3|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|14320.0|33269.0|0.13|207|27.56|1276713|0.18|uppermid_income|2023-07-23|generales
4308|0801903110|2|4308|680|3|1|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|14931.0|33927.0|0.29|194|28.53|1276713|0.18|uppermid_income|2023-07-23|generales
4309|0801903111|2|4309|632|5|5|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|14324.0|34037.0|0.32|202|31.96|1276713|0.18|uppermid_income|2023-07-23|generales
4310|0801903112|4|4310|942|4|2|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|17441.0|42422.0|0.42|292|31|1276713|0.18|uppermid_income|2023-07-23|generales
4311|0801903113|0|4311|0809|5|0|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|19639.0|46224.0|0|244|30.16|1276713|0.18|uppermid_income|2023-07-23|generales
4312|0801903114|0|4312|750|5|3|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|18043.0|43092.0|0|245|32.67|1276713|0.18|uppermid_income|2023-07-23|generales
4313|0801903211|3|4313|741|6|4|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|12498.0|35791.0|0.4|330|44.53|1276713|0.18|uppermid_income|2023-07-23|generales
4314|0801903212|3|4314|1045|7|9|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|11947.0|29757.0|0.29|425|40.67|1276713|0.18|mid_income|2023-07-23|generales
4315|0801903213|1|4315|0868|2|08|08|08019|0801903|Cataluña|Barcelona|08|Barcelona|08019|sección|9468.0|26091.0|0.12|407|46.89|1276713|0.18|mid_income|2023-07-23|generales
4316|0801904001|0|4316|602|1|3|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|17480.0|42600.0|0|208|34.55|1276713|0.11|uppermid_income|2023-07-23|generales
4317|0801904002|1|4317|1038|5|6|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|20093.0|50390.0|0.1|357|34.39|1276713|0.11|high_income|2023-07-23|generales
4318|0801904003|0|4318|565|9|6|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|18790.0|45478.0|0|181|32.04|1276713|0.11|uppermid_income|2023-07-23|generales
4319|0801904004|0|4319|541|3|3|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|17687.0|40857.0|0|165|30.5|1276713|0.11|uppermid_income|2023-07-23|generales
4320|0801904005|3|4320|652|3|4|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|17087.0|40402.0|0.46|213|32.67|1276713|0.11|uppermid_income|2023-07-23|generales
4321|0801904006|4|4321|588|2|3|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|16987.0|39458.0|0.68|174|29.59|1276713|0.11|uppermid_income|2023-07-23|generales
4322|0801904007|0|4322|515|1|7|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|14977.0|35314.0|0|164|31.84|1276713|0.11|uppermid_income|2023-07-23|generales
4323|0801904008|1|4323|475|3|4|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|16273.0|34438.0|0.21|178|37.47|1276713|0.11|uppermid_income|2023-07-23|generales
4324|0801904009|0|4324|691|4|1|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|17517.0|40229.0|0|183|26.48|1276713|0.11|uppermid_income|2023-07-23|generales
4325|0801904010|0|4325|486|08|4|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|19909.0|50941.0|0|130|26.75|1276713|0.11|high_income|2023-07-23|generales
4326|0801904011|1|4326|962|08|9|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|20692.0|50256.0|0.1|269|27.96|1276713|0.11|high_income|2023-07-23|generales
4327|0801904012|1|4327|750|7|7|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|18249.0|42737.0|0.13|281|37.47|1276713|0.11|uppermid_income|2023-07-23|generales
4328|0801904013|0|4328|674|2|0|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|20788.0|51267.0|0|185|27.45|1276713|0.11|high_income|2023-07-23|generales
4329|0801904014|0|4329|398|3|1|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|20516.0|47273.0|0|131|32.91|1276713|0.11|uppermid_income|2023-07-23|generales
4330|0801904015|0|4330|1000|13|1|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|19682.0|48649.0|0|294|29.4|1276713|0.11|high_income|2023-07-23|generales
4331|0801904016|0|4331|563|7|2|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|19559.0|45236.0|0|172|30.55|1276713|0.11|uppermid_income|2023-07-23|generales
4332|0801904017|0|4332|581|9|1|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|21466.0|48396.0|0|161|27.71|1276713|0.11|high_income|2023-07-23|generales
4333|0801904018|1|4333|763|4|3|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|21596.0|50682.0|0.13|213|27.92|1276713|0.11|high_income|2023-07-23|generales
4334|0801904019|0|4334|701|5|6|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|25270.0|64011.0|0|163|23.25|1276713|0.11|high_income|2023-07-23|generales
4335|0801904020|3|4335|741|5|2|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|20167.0|49809.0|0.4|201|27.13|1276713|0.11|high_income|2023-07-23|generales
4336|0801904021|0|4336|709|6|0|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|23631.0|54760.0|0|183|25.81|1276713|0.11|high_income|2023-07-23|generales
4337|0801904022|1|4337|788|3|5|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|20423.0|43584.0|0.13|226|28.68|1276713|0.11|uppermid_income|2023-07-23|generales
4338|0801904023|1|4338|554|1|1|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|29364.0|085250.0|0.18|90|16.25|1276713|0.11|high_income|2023-07-23|generales
4339|0801904024|0|4339|608|2|0|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|29364.0|087416.0|0|114|18.75|1276713|0.11|high_income|2023-07-23|generales
4340|0801904025|0|4340|600|7|2|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|18419.0|42527.0|0|167|27.83|1276713|0.11|uppermid_income|2023-07-23|generales
4341|0801904026|1|4341|653|7|4|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|19735.0|46852.0|0.15|182|27.87|1276713|0.11|uppermid_income|2023-07-23|generales
4342|0801904027|1|4342|618|2|5|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|19929.0|43002.0|0.16|163|26.38|1276713|0.11|uppermid_income|2023-07-23|generales
4343|0801904028|0|4343|642|7|3|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|18733.0|41390.0|0|179|27.88|1276713|0.11|uppermid_income|2023-07-23|generales
4344|0801904029|1|4344|655|08|4|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|22506.0|54211.0|0.15|169|25.8|1276713|0.11|high_income|2023-07-23|generales
4345|0801904030|2|4345|975|4|5|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|21624.0|51232.0|0.21|283|29.03|1276713|0.11|high_income|2023-07-23|generales
4346|0801904031|0|4346|769|4|2|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|15279.0|39719.0|0|265|34.46|1276713|0.11|uppermid_income|2023-07-23|generales
4347|0801904032|1|4347|0804|14|4|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|17492.0|41248.0|0.12|263|32.71|1276713|0.11|uppermid_income|2023-07-23|generales
4348|0801904033|0|4348|592|3|4|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|16680.0|37954.0|0|192|32.43|1276713|0.11|uppermid_income|2023-07-23|generales
4349|0801904034|0|4349|0866|6|0|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|21928.0|55619.0|0|246|28.41|1276713|0.11|high_income|2023-07-23|generales
4350|0801904035|2|4350|764|1|6|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|19726.0|46249.0|0.26|266|34.82|1276713|0.11|uppermid_income|2023-07-23|generales
4351|0801904036|1|4351|0800|3|1|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|15271.0|36287.0|0.12|263|32.88|1276713|0.11|uppermid_income|2023-07-23|generales
4352|0801904037|2|4352|1161|6|10|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|17434.0|43380.0|0.17|324|27.91|1276713|0.11|uppermid_income|2023-07-23|generales
4353|0801904038|0|4353|700|4|4|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|17693.0|43871.0|0|236|33.71|1276713|0.11|uppermid_income|2023-07-23|generales
4354|0801904039|1|4354|586|2|1|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|16672.0|38289.0|0.17|192|32.76|1276713|0.11|uppermid_income|2023-07-23|generales
4355|0801904040|1|4355|671|4|6|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|13113.0|30823.0|0.15|211|31.45|1276713|0.11|mid_income|2023-07-23|generales
4356|0801904041|3|4356|580|9|3|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|13832.0|32274.0|0.52|219|37.76|1276713|0.11|mid_income|2023-07-23|generales
4357|0801904042|1|4357|912|1|2|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|14469.0|33507.0|0.11|353|38.71|1276713|0.11|uppermid_income|2023-07-23|generales
4358|0801904043|0|4358|931|10|08|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|21229.0|52093.0|0|269|28.89|1276713|0.11|high_income|2023-07-23|generales
4359|0801904044|2|4359|0801|2|6|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|15785.0|40013.0|0.25|260|32.46|1276713|0.11|uppermid_income|2023-07-23|generales
4360|0801904045|1|4360|678|7|4|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|15175.0|37483.0|0.15|276|40.71|1276713|0.11|uppermid_income|2023-07-23|generales
4361|0801904046|0|4361|1401|08|08|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|23527.0|61423.0|0|365|26.05|1276713|0.11|high_income|2023-07-23|generales
4362|0801904047|1|4362|1033|6|4|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|18040.0|46666.0|0.1|322|31.17|1276713|0.11|uppermid_income|2023-07-23|generales
4363|0801904048|3|4363|0832|7|7|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|19797.0|49591.0|0.36|242|29.09|1276713|0.11|high_income|2023-07-23|generales
4364|0801904049|0|4364|568|2|2|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|25388.0|67661.0|0|116|20.42|1276713|0.11|high_income|2023-07-23|generales
4365|0801904050|0|4365|1111|11|4|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|29364.0|083726.0|0|164|14.76|1276713|0.11|high_income|2023-07-23|generales
4366|0801904051|0|4366|792|2|3|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|20511.0|49702.0|0|168|21.21|1276713|0.11|high_income|2023-07-23|generales
4367|0801904052|0|4367|1148|10|4|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|29364.0|087686.0|0|174|15.16|1276713|0.11|high_income|2023-07-23|generales
4368|0801904053|3|4368|649|4|0|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|21337.0|56420.0|0.46|144|22.19|1276713|0.11|high_income|2023-07-23|generales
4369|0801904054|0|4369|544|4|3|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|27738.0|72258.0|0|082|15.07|1276713|0.11|high_income|2023-07-23|generales
4370|0801904055|0|4370|710|0|2|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|29364.0|089015.0|0|93|13.1|1276713|0.11|high_income|2023-07-23|generales
4371|0801904056|0|4371|733|3|4|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|29364.0|089015.0|0|134|18.28|1276713|0.11|high_income|2023-07-23|generales
4372|0801904084|2|4372|762|08|5|08|08019|0801904|Cataluña|Barcelona|08|Barcelona|08019|sección|23215.0|56089.0|0.26|204|26.77|1276713|0.11|high_income|2023-07-23|generales
4373|0801905001|2|4373|743|7|5|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|12967.0|38446.0|0.27|191|25.71|1276713|0.08|uppermid_income|2023-07-23|generales
4374|0801905002|0|4374|761|5|2|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|22962.0|66009.0|0|174|22.86|1276713|0.08|high_income|2023-07-23|generales
4375|0801905003|0|4375|664|3|3|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|21524.0|62029.0|0|145|21.84|1276713|0.08|high_income|2023-07-23|generales
4376|0801905004|0|4376|514|3|0|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|29364.0|089015.0|0|100|19.46|1276713|0.08|high_income|2023-07-23|generales
4377|0801905005|0|4377|452|1|1|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|14469.0|44656.0|0|111|24.56|1276713|0.08|uppermid_income|2023-07-23|generales
4378|0801905006|0|4378|0847|7|3|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|29364.0|089015.0|0|111|13.11|1276713|0.08|high_income|2023-07-23|generales
4379|0801905007|2|4379|776|7|2|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|24407.0|67549.0|0.26|191|24.61|1276713|0.08|high_income|2023-07-23|generales
4380|0801905008|0|4380|759|3|3|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|26202.0|72155.0|0|163|21.48|1276713|0.08|high_income|2023-07-23|generales
4381|0801905009|1|4381|0849|3|08|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|22036.0|58285.0|0.12|162|19.08|1276713|0.08|high_income|2023-07-23|generales
4382|0801905010|2|4382|707|5|2|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|19910.0|54149.0|0.28|142|20.08|1276713|0.08|high_income|2023-07-23|generales
4383|0801905011|0|4383|694|4|4|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|21290.0|52652.0|0|141|20.32|1276713|0.08|high_income|2023-07-23|generales
4384|0801905012|0|4384|711|08|1|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|19742.0|47668.0|0|182|25.6|1276713|0.08|high_income|2023-07-23|generales
4385|0801905013|3|4385|0868|6|9|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|22066.0|55099.0|0.35|202|23.27|1276713|0.08|high_income|2023-07-23|generales
4386|0801905014|0|4386|0807|1|0|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|22468.0|61095.0|0|189|23.42|1276713|0.08|high_income|2023-07-23|generales
4387|0801905015|1|4387|774|3|3|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|21881.0|58936.0|0.13|181|23.39|1276713|0.08|high_income|2023-07-23|generales
4388|0801905016|1|4388|0819|08|10|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|18085.0|45695.0|0.12|190|23.2|1276713|0.08|uppermid_income|2023-07-23|generales
4389|0801905017|0|4389|0825|08|1|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|28863.0|083383.0|0|173|20.97|1276713|0.08|high_income|2023-07-23|generales
4390|0801905018|0|4390|617|7|1|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|21339.0|54113.0|0|159|25.77|1276713|0.08|high_income|2023-07-23|generales
4391|0801905019|0|4391|0899|11|08|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|26720.0|77776.0|0|205|22.8|1276713|0.08|high_income|2023-07-23|generales
4392|0801905020|0|4392|564|5|2|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|24069.0|57098.0|0|141|25|1276713|0.08|high_income|2023-07-23|generales
4393|0801905021|0|4393|613|6|1|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|29364.0|086077.0|0|130|21.21|1276713|0.08|high_income|2023-07-23|generales
4394|0801905022|0|4394|0863|5|9|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|27306.0|76250.0|0|159|18.42|1276713|0.08|high_income|2023-07-23|generales
4395|0801905023|1|4395|683|5|4|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|18984.0|46847.0|0.15|175|25.62|1276713|0.08|uppermid_income|2023-07-23|generales
4396|0801905024|0|4396|989|3|2|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|27988.0|080882.0|0|160|16.18|1276713|0.08|high_income|2023-07-23|generales
4397|0801905025|0|4397|689|7|0|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|29364.0|089015.0|0|93|13.5|1276713|0.08|high_income|2023-07-23|generales
4398|0801905026|0|4398|0801|4|4|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|29364.0|089015.0|0|144|17.98|1276713|0.08|high_income|2023-07-23|generales
4399|0801905027|0|4399|785|4|5|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|29364.0|089015.0|0|94|11.97|1276713|0.08|high_income|2023-07-23|generales
4400|0801905028|0|4400|789|4|6|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|29364.0|089015.0|0|136|17.24|1276713|0.08|high_income|2023-07-23|generales
4401|0801905029|1|4401|0874|6|1|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|29364.0|089015.0|0.11|106|12.13|1276713|0.08|high_income|2023-07-23|generales
4402|0801905030|0|4402|740|1|0|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|29364.0|089015.0|0|96|12.97|1276713|0.08|high_income|2023-07-23|generales
4403|0801905031|0|4403|779|5|2|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|29364.0|089015.0|0|134|17.2|1276713|0.08|high_income|2023-07-23|generales
4404|0801905032|0|4404|792|0|2|08|08019|0801905|Cataluña|Barcelona|08|Barcelona|08019|sección|29364.0|089015.0|0|140|17.68|1276713|0.08|high_income|2023-07-23|generales
