Municipio; Número de votos; Porcentaje
Torrelacárcel ;0 ;0 
Torremocha de Jiloca ;0 ;0 
Torres de Albarracín ;0 ;0 
Torrevelilla ;0 ;0 
Torrijas ;0 ;0 
Torrijo del Campo ;0 ;0 
Tramacastiel ;0 ;0 
Tramacastilla ;0 ;0 
Tronchón ;0 ;0 
Urrea de Gaén ;0 ;0 
Utrillas ;1 ;0,06 
Valacloche ;0 ;0 
Valbona ;1 ;0,80 
Valdealgorfa ;0 ;0 
Valdecuenca ;0 ;0 
Valdelinares ;0 ;0 
Valdeltormo ;0 ;0 
Valderrobres ;2 ;0,17 
Valjunquera ;0 ;0 
Veguillas de la Sierra ;0 ;0 
Villafranca del Campo ;0 ;0 
Villahermosa del Campo ;0 ;0 
Villanueva del Rebollar de la Sierra ;0 ;0 
Villar del Cobo ;0 ;0 
Villar del Salz ;0 ;0 
Villarluengo ;0 ;0 
Villarquemado ;2 ;0,35 
Villarroya de los Pinares ;0 ;0 
Villastar ;2 ;0,72 
Villel ;0 ;0 
Vinaceite ;0 ;0 
Visiedo ;0 ;0 
Vivel del Río Martín ;0 ;0 
