Municipio; Número de votos; Porcentaje
Retiendas ;0 ;0 
Riba de Saelices ;0 ;0 
Rillo de Gallo ;0 ;0 
Riofrío del Llano ;0 ;0 
Robledillo de Mohernando ;0 ;0 
Robledo de Corpes ;0 ;0 
Romanillos de Atienza ;0 ;0 
Romanones ;0 ;0 
Rueda de la Sierra ;0 ;0 
Sacecorbo ;0 ;0 
Sacedón ;4 ;0,44 
Saelices de la Sal ;0 ;0 
Salmerón ;0 ;0 
San Andrés del Congosto ;0 ;0 
San Andrés del Rey ;0 ;0 
Santiuste ;0 ;0 
Saúca ;0 ;0 
Sayatón ;0 ;0 
Selas ;0 ;0 
Semillas ;0 ;0 
Setiles ;0 ;0 
Sienes ;0 ;0 
Sigüenza ;2 ;0,08 
Solanillos del Extremo ;0 ;0 
Somolinos ;0 ;0 
Sotodosos ;0 ;0 
Tamajón ;0 ;0 
Taragudo ;0 ;0 
Taravilla ;0 ;0 
Tartanedo ;0 ;0 
Tendilla ;0 ;0 
Terzaga ;1 ;5,88 
Tierzo ;0 ;0 
Tordellego ;0 ;0 
Tordelrábano ;0 ;0 
Tordesilos ;0 ;0 
Torija ;2 ;0,26 
Torre del Burgo ;0 ;0 
Torrecuadrada de Molina ;0 ;0 
Torrecuadradilla ;0 ;0 
Torrejón del Rey ;12 ;0,41 
Torremocha de Jadraque ;0 ;0 
Torremocha del Campo ;0 ;0 
Torremocha del Pinar ;0 ;0 
Torremochuela ;0 ;0 
Torrubia ;0 ;0 
Tórtola de Henares ;2 ;0,29 
Tortuera ;0 ;0 
Tortuero ;0 ;0 
Traíd ;0 ;0 
Trijueque ;0 ;0 
Trillo ;2 ;0,22 
Uceda ;2 ;0,12 
Ujados ;0 ;0 
Utande ;0 ;0 
Valdarachas ;0 ;0 
Valdearenas ;0 ;0 
Valdeavellano ;1 ;1,29 
Valdeaveruelo ;0 ;0 
Valdeconcha ;0 ;0 
Valdegrudas ;0 ;0 
Valdelcubo ;0 ;0 
Valdenuño Fernández ;0 ;0 
Valdepeñas de la Sierra ;0 ;0 
Valderrebollo ;0 ;0 
Valdesotos ;0 ;0 
Valfermoso de Tajuña ;0 ;0 
Valhermoso ;0 ;0 
Valtablado del Río ;0 ;0 
Valverde de los Arroyos ;0 ;0 
Viana de Jadraque ;0 ;0 
Villanueva de Alcorón ;0 ;0 
Villanueva de Argecilla ;0 ;0 
Villanueva de la Torre ;8 ;0,23 
Villares de Jadraque ;0 ;0 
Villaseca de Henares ;0 ;0 
Villaseca de Uceda ;0 ;0 
Villel de Mesa ;0 ;0 
Viñuelas ;0 ;0 
Yebes ;6 ;0,27 
Yebra ;0 ;0 
Yélamos de Abajo ;0 ;0 
Yélamos de Arriba ;0 ;0 
Yunquera de Henares ;6 ;0,30 
Zaorejas ;0 ;0 
Zarzuela de Jadraque ;0 ;0 
Zorita de los Canes ;0 ;0 
