Municipio; Número de votos; Porcentaje
Valoria la Buena ;0 ;0 
Valverde de Campos ;0 ;0 
Vega de Ruiponce ;0 ;0 
Vega de Valdetronco ;0 ;0 
Velascálvaro ;0 ;0 
Velilla ;0 ;0 
Velliza ;0 ;0 
Ventosa de la Cuesta ;0 ;0 
Viana de Cega ;3 ;0,21 
Villabáñez ;0 ;0 
Villabaruz de Campos ;0 ;0 
Villabrágima ;0 ;0 
Villacarralón ;0 ;0 
Villacid de Campos ;0 ;0 
Villaco ;0 ;0 
Villafrades de Campos ;0 ;0 
Villafranca de Duero ;1 ;0,68 
Villafrechós ;0 ;0 
Villafuerte ;0 ;0 
Villagarcía de Campos ;0 ;0 
Villagómez la Nueva ;0 ;0 
Villalán de Campos ;0 ;0 
Villalar de los Comuneros ;0 ;0 
Villalba de la Loma ;0 ;0 
Villalba de los Alcores ;0 ;0 
Villalbarba ;0 ;0 
Villalón de Campos ;6 ;0,58 
Villamuriel de Campos ;0 ;0 
Villán de Tordesillas ;0 ;0 
Villanubla ;3 ;0,19 
Villanueva de Duero ;1 ;0,13 
Villanueva de la Condesa ;0 ;0 
Villanueva de los Caballeros ;0 ;0 
Villanueva de los Infantes ;0 ;0 
Villanueva de San Mancio ;0 ;0 
Villardefrades ;0 ;0 
Villarmentero de Esgueva ;0 ;0 
Villasexmir ;0 ;0 
Villavaquerín ;1 ;0,90 
Villavellid ;0 ;0 
Villaverde de Medina ;1 ;0,29 
Villavicencio de los Caballeros ;0 ;0 
Viloria ;1 ;0,41 
Wamba ;0 ;0 
Zaratán ;2 ;0,05 
