id|pais|poblacion|votos|votosTotales|porcentajeDeVoto|partidoGanador|comunidad|provincia
000000000000000000095e66|España|Valencia de las Torres|0|375|0.00|PSOE|Extremadura|Badajoz
000000000000000000095eca|España|Valencia del Mombuey|1|453|0.22|PP|Extremadura|Badajoz
000000000000000000095f2e|España|Valencia del Ventoso|1|1242|0.08|PSOE|Extremadura|Badajoz
000000000000000000096122|España|Valle de la Serena|0|759|0.00|PSOE|Extremadura|Badajoz
000000000000000000096186|España|Valle de Matamoros|0|245|0.00|PSOE|Extremadura|Badajoz
0000000000000000000961ea|España|Valle de Santa Ana|1|705|0.14|PSOE|Extremadura|Badajoz
000000000000000000095f92|España|Valverde de Burguillos|0|198|0.00|PSOE|Extremadura|Badajoz
000000000000000000095ff6|España|Valverde de Leganés|1|2638|0.04|PSOE|Extremadura|Badajoz
00000000000000000009605a|España|Valverde de Llerena|0|374|0.00|PSOE|Extremadura|Badajoz
0000000000000000000960be|España|Valverde de Mérida|0|689|0.00|PSOE|Extremadura|Badajoz
00000000000000000009624e|España|Villafranca de los Barros|12|7781|0.15|PP|Extremadura|Badajoz
0000000000000000000962b2|España|Villagarcía de la Torre|0|617|0.00|PSOE|Extremadura|Badajoz
000000000000000000096316|España|Villagonzalo|1|755|0.13|PSOE|Extremadura|Badajoz
00000000000000000009637a|España|Villalba de los Barros|1|908|0.11|PSOE|Extremadura|Badajoz
0000000000000000000963de|España|Villanueva de la Serena|14|14876|0.09|PSOE|Extremadura|Badajoz
000000000000000000096442|España|Villanueva del Fresno|6|2062|0.29|PSOE|Extremadura|Badajoz
00000000000000000009650a|España|Villar de Rena|0|902|0.00|PSOE|Extremadura|Badajoz
0000000000000000000964a6|España|Villar del Rey|2|1331|0.15|PSOE|Extremadura|Badajoz
00000000000000000009656e|España|Villarta de los Montes|0|266|0.00|PSOE|Extremadura|Badajoz
0000000000000000000965d2|España|Zafra|20|9906|0.20|PSOE|Extremadura|Badajoz
000000000000000000096636|España|Zahínos|0|1341|0.00|PSOE|Extremadura|Badajoz
00000000000000000009669a|España|Zalamea de la Serena|3|2205|0.14|PSOE|Extremadura|Badajoz
0000000000000000000966fe|España|Zarza-Capilla|0|204|0.00|PSOE|Extremadura|Badajoz
0000000000000000000f42fe|España|Abadía|0|238|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f4362|España|Abertura|0|294|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f43c6|España|Acebo|2|414|0.48|PP|Extremadura|Cáceres
0000000000000000000f442a|España|Acehúche|0|509|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f448e|España|Aceituna|0|354|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f44f2|España|Ahigal|2|969|0.21|PSOE|Extremadura|Cáceres
00000000000000000010a356|España|Alagón del Río|2|586|0.34|PSOE|Extremadura|Cáceres
0000000000000000000f4556|España|Albalá|0|455|0.00|PP|Extremadura|Cáceres
0000000000000000000f45ba|España|Alcántara|2|944|0.21|PP|Extremadura|Cáceres
0000000000000000000f461e|España|Alcollarín|0|163|0.00|PP|Extremadura|Cáceres
0000000000000000000f4682|España|Alcuéscar|1|1400|0.07|PSOE|Extremadura|Cáceres
0000000000000000000f474a|España|Aldea del Cano|0|457|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f46e6|España|Aldeacentenera|0|429|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f4812|España|Aldeanueva de la Vera|0|1342|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f4876|España|Aldeanueva del Camino|0|458|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f48da|España|Aldehuela de Jerte|0|247|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f493e|España|Alía|0|582|0.00|PP|Extremadura|Cáceres
0000000000000000000f49a2|España|Aliseda|0|978|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f4a06|España|Almaraz|2|1035|0.19|PP|Extremadura|Cáceres
0000000000000000000f4a6a|España|Almoharín|2|1211|0.17|PSOE|Extremadura|Cáceres
0000000000000000000f4ace|España|Arroyo de la Luz|8|3711|0.22|PSOE|Extremadura|Cáceres
0000000000000000000f4b96|España|Arroyomolinos|1|596|0.17|PSOE|Extremadura|Cáceres
0000000000000000000f4b32|España|Arroyomolinos de la Vera|0|297|0.00|PP|Extremadura|Cáceres
0000000000000000000f4bfa|España|Baños de Montemayor|1|488|0.20|PP|Extremadura|Cáceres
0000000000000000000f4c5e|España|Barrado|1|303|0.33|PSOE|Extremadura|Cáceres
0000000000000000000f4cc2|España|Belvís de Monroy|0|520|0.00|PP|Extremadura|Cáceres
0000000000000000000f4d26|España|Benquerencia|0|68|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f4d8a|España|Berrocalejo|0|77|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f4dee|España|Berzocana|0|285|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f4e52|España|Bohonal de Ibor|0|332|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f4eb6|España|Botija|0|131|0.00|PP|Extremadura|Cáceres
0000000000000000000f4f1a|España|Brozas|0|1208|0.00|PP|Extremadura|Cáceres
0000000000000000000f4f7e|España|Cabañas del Castillo|0|271|0.00|PP|Extremadura|Cáceres
0000000000000000000f4fe2|España|Cabezabellosa|0|256|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f5046|España|Cabezuela del Valle|1|1317|0.08|PSOE|Extremadura|Cáceres
0000000000000000000f50aa|España|Cabrero|0|235|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f510e|España|Cáceres|70|57781|0.12|PP|Extremadura|Cáceres
0000000000000000000f5172|España|Cachorrilla|0|63|0.00|PP|Extremadura|Cáceres
0000000000000000000f51d6|España|Cadalso|1|277|0.36|PP|Extremadura|Cáceres
0000000000000000000f523a|España|Calzadilla|1|329|0.30|PSOE|Extremadura|Cáceres
0000000000000000000f529e|España|Caminomorisco|1|782|0.13|PP|Extremadura|Cáceres
0000000000000000000f5302|España|Campillo de Deleitosa|0|53|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f5366|España|Campo Lugar|1|566|0.18|PSOE|Extremadura|Cáceres
0000000000000000000f53ca|España|Cañamero|6|1025|0.59|PSOE|Extremadura|Cáceres
0000000000000000000f542e|España|Cañaveral|2|702|0.28|PSOE|Extremadura|Cáceres
0000000000000000000f5492|España|Carbajo|1|132|0.76|PSOE|Extremadura|Cáceres
0000000000000000000f54f6|España|Carcaboso|0|727|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f555a|España|Carrascalejo|0|140|0.00|PP|Extremadura|Cáceres
0000000000000000000f55be|España|Casar de Cáceres|7|3031|0.23|PSOE|Extremadura|Cáceres
0000000000000000000f5622|España|Casar de Palomero|0|725|0.00|PP|Extremadura|Cáceres
0000000000000000000f5686|España|Casares de las Hurdes|0|311|0.00|PP|Extremadura|Cáceres
0000000000000000000f56ea|España|Casas de Don Antonio|0|140|0.00|PP|Extremadura|Cáceres
0000000000000000000f574e|España|Casas de Don Gómez|0|193|0.00|PP|Extremadura|Cáceres
0000000000000000000f587a|España|Casas de Millán|0|376|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f58de|España|Casas de Miravete|0|87|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f57b2|España|Casas del Castañar|1|418|0.24|PSOE|Extremadura|Cáceres
0000000000000000000f5816|España|Casas del Monte|0|502|0.00|PP|Extremadura|Cáceres
0000000000000000000f5942|España|Casatejada|0|672|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f59a6|España|Casillas de Coria|0|225|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f5a0a|España|Castañar de Ibor|0|673|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f5a6e|España|Ceclavín|0|1100|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f5ad2|España|Cedillo|0|313|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f5b36|España|Cerezo|0|129|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f5b9a|España|Cilleros|1|1024|0.10|PSOE|Extremadura|Cáceres
0000000000000000000f5bfe|España|Collado de la Vera|0|180|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f5c62|España|Conquista de la Sierra|0|141|0.00|PP|Extremadura|Cáceres
0000000000000000000f5cc6|España|Coria|9|7281|0.12|PP|Extremadura|Cáceres
0000000000000000000f5d2a|España|Cuacos de Yuste|2|548|0.36|PSOE|Extremadura|Cáceres
0000000000000000000f5df2|España|Deleitosa|0|491|0.00|PP|Extremadura|Cáceres
0000000000000000000f5e56|España|Descargamaría|0|77|0.00|PP|Extremadura|Cáceres
0000000000000000000f63ce|España|El Gordo|0|236|0.00|PP|Extremadura|Cáceres
0000000000000000000f8a7a|España|El Torno|0|552|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f5eba|España|Eljas|0|571|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f5f1e|España|Escurial|0|515|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f5fe6|España|Fresnedoso de Ibor|0|154|0.00|PP|Extremadura|Cáceres
0000000000000000000f604a|España|Galisteo|0|535|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f60ae|España|Garciaz|0|418|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f6176|España|Garganta la Olla|0|643|0.00|PP|Extremadura|Cáceres
0000000000000000000f61da|España|Gargantilla|0|251|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f623e|España|Gargüera|0|130|0.00|PP|Extremadura|Cáceres
0000000000000000000f62a2|España|Garrovillas de Alconétar|2|1337|0.15|PSOE|Extremadura|Cáceres
0000000000000000000f6306|España|Garvín|0|75|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f636a|España|Gata|1|811|0.12|PSOE|Extremadura|Cáceres
0000000000000000000f6496|España|Guadalupe|1|1144|0.09|PSOE|Extremadura|Cáceres
0000000000000000000f64fa|España|Guijo de Coria|0|133|0.00|PP|Extremadura|Cáceres
0000000000000000000f655e|España|Guijo de Galisteo|2|956|0.21|PSOE|Extremadura|Cáceres
0000000000000000000f65c2|España|Guijo de Granadilla|0|316|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f6626|España|Guijo de Santa Bárbara|0|274|0.00|PP|Extremadura|Cáceres
0000000000000000000f668a|España|Herguijuela|0|204|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f66ee|España|Hernán-Pérez|0|284|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f6752|España|Herrera de Alcántara|0|158|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f67b6|España|Herreruela|0|279|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f681a|España|Hervás|4|2382|0.17|PSOE|Extremadura|Cáceres
0000000000000000000f687e|España|Higuera|0|81|0.00|PP|Extremadura|Cáceres
0000000000000000000f68e2|España|Hinojal|1|313|0.32|PSOE|Extremadura|Cáceres
0000000000000000000f6946|España|Holguera|0|351|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f69aa|España|Hoyos|0|530|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f6a0e|España|Huélaga|0|133|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f6a72|España|Ibahernando|1|384|0.26|PSOE|Extremadura|Cáceres
0000000000000000000f6ad6|España|Jaraicejo|0|311|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f6b3a|España|Jaraíz de la Vera|2|3580|0.06|PP|Extremadura|Cáceres
0000000000000000000f6b9e|España|Jarandilla de la Vera|0|1704|0.00|PP|Extremadura|Cáceres
0000000000000000000f6c02|España|Jarilla|0|108|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f6c66|España|Jerte|1|788|0.13|PSOE|Extremadura|Cáceres
0000000000000000000f47ae|España|La Aldea del Obispo|0|191|0.00|PP|Extremadura|Cáceres
0000000000000000000f5d8e|España|La Cumbre|2|587|0.34|PSOE|Extremadura|Cáceres
0000000000000000000f6112|España|La Garganta|0|276|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f6432|España|La Granja|0|229|0.00|PP|Extremadura|Cáceres
0000000000000000000f7ada|España|La Pesga|1|673|0.15|PSOE|Extremadura|Cáceres
0000000000000000000f6cca|España|Ladrillar|1|137|0.73|PP|Extremadura|Cáceres
0000000000000000000f6d2e|España|Logrosán|3|1102|0.27|PSOE|Extremadura|Cáceres
0000000000000000000f6d92|España|Losar de la Vera|4|1613|0.25|PP|Extremadura|Cáceres
0000000000000000000f6df6|España|Madrigal de la Vera|0|944|0.00|PP|Extremadura|Cáceres
0000000000000000000f6e5a|España|Madrigalejo|1|1129|0.09|PP|Extremadura|Cáceres
0000000000000000000f6ebe|España|Madroñera|5|1568|0.32|PSOE|Extremadura|Cáceres
0000000000000000000f6f22|España|Majadas|4|662|0.60|PSOE|Extremadura|Cáceres
0000000000000000000f6f86|España|Malpartida de Cáceres|3|2747|0.11|PP|Extremadura|Cáceres
0000000000000000000f6fea|España|Malpartida de Plasencia|4|2742|0.15|PSOE|Extremadura|Cáceres
0000000000000000000f704e|España|Marchagaz|0|135|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f70b2|España|Mata de Alcántara|0|234|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f7116|España|Membrío|1|423|0.24|PSOE|Extremadura|Cáceres
0000000000000000000f717a|España|Mesas de Ibor|0|105|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f71de|España|Miajadas|10|5625|0.18|PSOE|Extremadura|Cáceres
0000000000000000000f7242|España|Millanes|0|153|0.00|PP|Extremadura|Cáceres
0000000000000000000f72a6|España|Mirabel|0|465|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f730a|España|Mohedas de Granadilla|2|659|0.30|PSOE|Extremadura|Cáceres
0000000000000000000f736e|España|Monroy|1|581|0.17|PSOE|Extremadura|Cáceres
0000000000000000000f73d2|España|Montánchez|1|994|0.10|PP|Extremadura|Cáceres
0000000000000000000f7436|España|Montehermoso|4|3235|0.12|PP|Extremadura|Cáceres
0000000000000000000f749a|España|Moraleja|4|3865|0.10|PSOE|Extremadura|Cáceres
0000000000000000000f74fe|España|Morcillo|1|256|0.39|PSOE|Extremadura|Cáceres
0000000000000000000f7562|España|Navaconcejo|0|1307|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f75c6|España|Navalmoral de la Mata|10|8763|0.11|PP|Extremadura|Cáceres
0000000000000000000f762a|España|Navalvillar de Ibor|0|278|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f768e|España|Navas del Madroño|1|925|0.11|PSOE|Extremadura|Cáceres
0000000000000000000f76f2|España|Navezuelas|0|413|0.00|PP|Extremadura|Cáceres
0000000000000000000f7756|España|Nuñomoral|1|852|0.12|PSOE|Extremadura|Cáceres
0000000000000000000f77ba|España|Oliva de Plasencia|0|210|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f781e|España|Palomero|1|321|0.31|PSOE|Extremadura|Cáceres
0000000000000000000f7882|España|Pasarón de la Vera|2|405|0.49|PSOE|Extremadura|Cáceres
0000000000000000000f78e6|España|Pedroso de Acim|0|84|0.00|PP|Extremadura|Cáceres
0000000000000000000f794a|España|Peraleda de la Mata|1|834|0.12|PP|Extremadura|Cáceres
0000000000000000000f79ae|España|Peraleda de San Román|0|216|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f7a12|España|Perales del Puerto|1|566|0.18|PSOE|Extremadura|Cáceres
0000000000000000000f7a76|España|Pescueza|0|108|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f7b3e|España|Piedras Albas|0|99|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f7ba2|España|Pinofranqueado|2|1061|0.19|PSOE|Extremadura|Cáceres
0000000000000000000f7c06|España|Piornal|4|985|0.41|PSOE|Extremadura|Cáceres
0000000000000000000f7c6a|España|Plasencia|34|22658|0.15|PP|Extremadura|Cáceres
0000000000000000000f7cce|España|Plasenzuela|0|299|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f7d32|España|Portaje|1|271|0.37|PSOE|Extremadura|Cáceres
0000000000000000000f7d96|España|Portezuelo|0|139|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f7dfa|España|Pozuelo de Zarzón|0|317|0.00|PSOE|Extremadura|Cáceres
00000000000000000010a41e|España|Pueblonuevo de Miramontes|0|443|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f7e5e|España|Puerto de Santa Cruz|1|196|0.51|PP|Extremadura|Cáceres
0000000000000000000f7ec2|España|Rebollar|0|130|0.00|PP|Extremadura|Cáceres
0000000000000000000f7f26|España|Riolobos|0|780|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f7f8a|España|Robledillo de Gata|1|77|1.30|PSOE|Extremadura|Cáceres
0000000000000000000f7fee|España|Robledillo de la Vera|1|176|0.57|PP|Extremadura|Cáceres
0000000000000000000f8052|España|Robledillo de Trujillo|0|246|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f80b6|España|Robledollano|0|251|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f811a|España|Romangordo|0|176|0.00|PSOE|Extremadura|Cáceres
00000000000000000010a28e|España|Rosalejo|2|802|0.25|PSOE|Extremadura|Cáceres
0000000000000000000f817e|España|Ruanes|0|60|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f81e2|España|Salorino|0|418|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f8246|España|Salvatierra de Santiago|0|223|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f82aa|España|San Martín de Trevejo|0|430|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f830e|España|Santa Ana|1|227|0.44|PSOE|Extremadura|Cáceres
0000000000000000000f8372|España|Santa Cruz de la Sierra|0|217|0.00|PP|Extremadura|Cáceres
0000000000000000000f83d6|España|Santa Cruz de Paniagua|0|204|0.00|PP|Extremadura|Cáceres
0000000000000000000f843a|España|Santa Marta de Magasca|0|225|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f849e|España|Santiago de Alcántara|1|361|0.28|PP|Extremadura|Cáceres
0000000000000000000f8502|España|Santiago del Campo|3|190|1.58|PP|Extremadura|Cáceres
0000000000000000000f8566|España|Santibáñez el Alto|0|248|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f85ca|España|Santibáñez el Bajo|1|480|0.21|PSOE|Extremadura|Cáceres
0000000000000000000f862e|España|Saucedilla|0|436|0.00|PP|Extremadura|Cáceres
0000000000000000000f8692|España|Segura de Toro|0|126|0.00|PP|Extremadura|Cáceres
0000000000000000000f86f6|España|Serradilla|3|965|0.31|PSOE|Extremadura|Cáceres
0000000000000000000f875a|España|Serrejón|0|253|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f87be|España|Sierra de Fuentes|5|1372|0.36|PSOE|Extremadura|Cáceres
0000000000000000000f8822|España|Talaván|0|519|0.00|PP|Extremadura|Cáceres
0000000000000000000f8886|España|Talaveruela de la Vera|0|213|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f88ea|España|Talayuela|3|2787|0.11|PP|Extremadura|Cáceres
0000000000000000000f894e|España|Tejeda de Tiétar|0|516|0.00|PSOE|Extremadura|Cáceres
00000000000000000010a3ba|España|Tiétar|2|521|0.38|PSOE|Extremadura|Cáceres
0000000000000000000f89b2|España|Toril|0|88|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f8a16|España|Tornavacas|1|701|0.14|PSOE|Extremadura|Cáceres
0000000000000000000f8ba6|España|Torre de Don Miguel|1|285|0.35|PSOE|Extremadura|Cáceres
0000000000000000000f8c0a|España|Torre de Santa María|2|354|0.56|PSOE|Extremadura|Cáceres
0000000000000000000f8ade|España|Torrecilla de los Ángeles|0|425|0.00|PP|Extremadura|Cáceres
0000000000000000000f8b42|España|Torrecillas de la Tiesa|0|753|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f8cd2|España|Torrejón el Rubio|0|356|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f8c6e|España|Torrejoncillo|5|1867|0.27|PSOE|Extremadura|Cáceres
0000000000000000000f8d36|España|Torremenga|2|409|0.49|PSOE|Extremadura|Cáceres
0000000000000000000f8d9a|España|Torremocha|0|528|0.00|PP|Extremadura|Cáceres
0000000000000000000f8dfe|España|Torreorgaz|2|1139|0.18|PP|Extremadura|Cáceres
0000000000000000000f8e62|España|Torrequemada|0|436|0.00|PP|Extremadura|Cáceres
0000000000000000000f8ec6|España|Trujillo|6|5326|0.11|PP|Extremadura|Cáceres
0000000000000000000f8f2a|España|Valdastillas|0|229|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f8f8e|España|Valdecañas de Tajo|0|81|0.00|PP|Extremadura|Cáceres
0000000000000000000f8ff2|España|Valdefuentes|0|868|0.00|PP|Extremadura|Cáceres
0000000000000000000f9056|España|Valdehúncar|0|120|0.00|VOX|Extremadura|Cáceres
0000000000000000000f90ba|España|Valdelacasa de Tajo|0|267|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f911e|España|Valdemorales|0|158|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f9182|España|Valdeobispo|0|457|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f91e6|España|Valencia de Alcántara|2|3102|0.06|PP|Extremadura|Cáceres
0000000000000000000f924a|España|Valverde de la Vera|0|299|0.00|PP|Extremadura|Cáceres
0000000000000000000f92ae|España|Valverde del Fresno|5|1254|0.40|PSOE|Extremadura|Cáceres
00000000000000000010a2f2|España|Vegaviana|0|533|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f9312|España|Viandar de la Vera|0|144|0.00|PP|Extremadura|Cáceres
0000000000000000000f9376|España|Villa del Campo|0|292|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f93da|España|Villa del Rey|0|84|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f943e|España|Villamesías|1|180|0.56|PSOE|Extremadura|Cáceres
0000000000000000000f94a2|España|Villamiel|0|334|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f9506|España|Villanueva de la Sierra|0|364|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f956a|España|Villanueva de la Vera|3|1181|0.25|PSOE|Extremadura|Cáceres
0000000000000000000f9632|España|Villar de Plasencia|0|176|0.00|PP|Extremadura|Cáceres
0000000000000000000f95ce|España|Villar del Pedroso|2|397|0.50|PP|Extremadura|Cáceres
0000000000000000000f9696|España|Villasbuenas de Gata|0|300|0.00|PSOE|Extremadura|Cáceres
0000000000000000000f96fa|España|Zarza de Granadilla|0|1122|0.00|PP|Extremadura|Cáceres
0000000000000000000f975e|España|Zarza de Montánchez|0|403|0.00|PP|Extremadura|Cáceres
0000000000000000000f97c2|España|Zarza la Mayor|2|721|0.28|PSOE|Extremadura|Cáceres
0000000000000000000f9826|España|Zorita|3|740|0.41|PSOE|Extremadura|Cáceres
00000000000000000016e676|España|A Baña|5|2279|0.22|PP|Galicia|A Coruña
00000000000000000016eac2|España|A Capela|2|746|0.27|PSdeG-PSOE|Galicia|A Coruña
00000000000000000016ef72|España|A Coruña|223|144691|0.15|PP|Galicia|A Coruña
00000000000000000016f3be|España|A Laracha|10|7092|0.14|PP|Galicia|A Coruña
00000000000000000016fde6|España|A Pobra do Caramiñal|7|5851|0.12|PP|Galicia|A Coruña
00000000000000000016e41e|España|Abegondo|12|3622|0.33|PP|Galicia|A Coruña
00000000000000000016e482|España|Ames|35|18588|0.19|PP|Galicia|A Coruña
00000000000000000016e4e6|España|Aranga|3|1213|0.25|PP|Galicia|A Coruña
00000000000000000016e54a|España|Ares|2|3885|0.05|PP|Galicia|A Coruña
00000000000000000016e5ae|España|Arteixo|39|17787|0.22|PP|Galicia|A Coruña
00000000000000000016e612|España|Arzúa|0|3595|0.00|PP|Galicia|A Coruña
00000000000000000016ff12|España|As Pontes de García Rodríguez|9|6048|0.15|PP|Galicia|A Coruña
00000000000000000017035e|España|As Somozas|2|733|0.27|PP|Galicia|A Coruña
00000000000000000016e6da|España|Bergondo|6|4522|0.13|PP|Galicia|A Coruña
00000000000000000016e73e|España|Betanzos|5|7988|0.06|PP|Galicia|A Coruña
00000000000000000016e7a2|España|Boimorto|3|1207|0.25|PP|Galicia|A Coruña
00000000000000000016e806|España|Boiro|18|11111|0.16|PP|Galicia|A Coruña
00000000000000000016e86a|España|Boqueixón|5|2719|0.18|PP|Galicia|A Coruña
00000000000000000016e8ce|España|Brión|5|4797|0.10|PP|Galicia|A Coruña
00000000000000000016e932|España|Cabana de Bergantiños|6|2725|0.22|PP|Galicia|A Coruña
00000000000000000016e996|España|Cabanas|5|2098|0.24|PP|Galicia|A Coruña
00000000000000000016e9fa|España|Camariñas|6|3087|0.19|PP|Galicia|A Coruña
00000000000000000016ea5e|España|Cambre|27|14914|0.18|PP|Galicia|A Coruña
00000000000000000016eb26|España|Carballo|31|17868|0.17|PP|Galicia|A Coruña
0000000000000000001843ae|España|Cariño|1|2107|0.05|PP|Galicia|A Coruña
00000000000000000016eb8a|España|Carnota|1|2489|0.04|PP|Galicia|A Coruña
00000000000000000016ebee|España|Carral|6|4016|0.15|PP|Galicia|A Coruña
00000000000000000016ec52|España|Cedeira|2|3748|0.05|PP|Galicia|A Coruña
00000000000000000016ecb6|España|Cee|3|4624|0.06|PP|Galicia|A Coruña
00000000000000000016ed1a|España|Cerceda|1|3199|0.03|PP|Galicia|A Coruña
00000000000000000016ed7e|España|Cerdido|2|610|0.33|PP|Galicia|A Coruña
00000000000000000016ee46|España|Coirós|0|1241|0.00|PP|Galicia|A Coruña
00000000000000000016eeaa|España|Corcubión|1|1085|0.09|PSdeG-PSOE|Galicia|A Coruña
00000000000000000016ef0e|España|Coristanco|1|3564|0.03|PP|Galicia|A Coruña
00000000000000000016efd6|España|Culleredo|31|18000|0.17|PP|Galicia|A Coruña
00000000000000000016f03a|España|Curtis|3|2541|0.12|PP|Galicia|A Coruña
00000000000000000016f09e|España|Dodro|1|1806|0.06|PP|Galicia|A Coruña
00000000000000000016f102|España|Dumbría|2|1834|0.11|PP|Galicia|A Coruña
00000000000000000016f166|España|Fene|6|7845|0.08|PP|Galicia|A Coruña
00000000000000000016f1ca|España|Ferrol|56|37224|0.15|PP|Galicia|A Coruña
00000000000000000016f22e|España|Fisterra|2|2714|0.07|PP|Galicia|A Coruña
00000000000000000016f292|España|Frades|1|1540|0.06|PP|Galicia|A Coruña
00000000000000000016f2f6|España|Irixoa|2|915|0.22|PP|Galicia|A Coruña
00000000000000000016f35a|España|Laxe|2|1899|0.11|PP|Galicia|A Coruña
00000000000000000016f422|España|Lousame|1|1963|0.05|PP|Galicia|A Coruña
00000000000000000016f486|España|Malpica de Bergantiños|1|3517|0.03|PP|Galicia|A Coruña
00000000000000000016f4ea|España|Mañón|2|841|0.24|PP|Galicia|A Coruña
00000000000000000016f54e|España|Mazaricos|3|2362|0.13|PP|Galicia|A Coruña
00000000000000000016f5b2|España|Melide|7|4622|0.15|PP|Galicia|A Coruña
00000000000000000016f616|España|Mesía|0|1561|0.00|PP|Galicia|A Coruña
00000000000000000016f67a|España|Miño|0|4140|0.00|PP|Galicia|A Coruña
00000000000000000016f6de|España|Moeche|4|817|0.49|PP|Galicia|A Coruña
00000000000000000016f742|España|Monfero|0|1041|0.00|PP|Galicia|A Coruña
00000000000000000016f7a6|España|Mugardos|4|3278|0.12|PP|Galicia|A Coruña
00000000000000000016f86e|España|Muros|2|5023|0.04|PP|Galicia|A Coruña
00000000000000000016f80a|España|Muxía|3|2799|0.11|PP|Galicia|A Coruña
00000000000000000016f8d2|España|Narón|50|21427|0.23|PP|Galicia|A Coruña
00000000000000000016f936|España|Neda|3|3033|0.10|PP|Galicia|A Coruña
00000000000000000016f99a|España|Negreira|7|4181|0.17|PP|Galicia|A Coruña
