id|pais|poblacion|votos|votosTotales|porcentajeDeVoto|partidoGanador|comunidad|provincia
0000000000000000003b9a2a|España|Reocín|19|5406|0.35|PP|Cantabria|Cantabria
0000000000000000003b9a8e|España|Ribamontán al Mar|4|2928|0.14|PP|Cantabria|Cantabria
0000000000000000003b9af2|España|Ribamontán al Monte|4|1594|0.25|PP|Cantabria|Cantabria
0000000000000000003b9b56|España|Rionansa|1|692|0.14|PP|Cantabria|Cantabria
0000000000000000003b9bba|España|Riotuerto|3|1092|0.27|PP|Cantabria|Cantabria
0000000000000000003b9c82|España|Ruente|2|725|0.28|PP|Cantabria|Cantabria
0000000000000000003b9ce6|España|Ruesga|0|550|0.00|PP|Cantabria|Cantabria
0000000000000000003b9d4a|España|Ruiloba|2|507|0.39|PP|Cantabria|Cantabria
0000000000000000003b9dae|España|San Felices de Buelna|9|1537|0.59|PP|Cantabria|Cantabria
0000000000000000003b9e12|España|San Miguel de Aguayo|0|132|0.00|PP|Cantabria|Cantabria
0000000000000000003b9e76|España|San Pedro del Romeral|0|263|0.00|PP|Cantabria|Cantabria
0000000000000000003b9eda|España|San Roque de Riomiera|0|192|0.00|PP|Cantabria|Cantabria
0000000000000000003ba1fa|España|San Vicente de la Barquera|5|2509|0.20|PP|Cantabria|Cantabria
0000000000000000003b9f3e|España|Santa Cruz de Bezana|22|8493|0.26|PP|Cantabria|Cantabria
0000000000000000003b9fa2|España|Santa María de Cayón|10|5524|0.18|PP|Cantabria|Cantabria
0000000000000000003ba006|España|Santander|214|99644|0.21|PP|Cantabria|Cantabria
0000000000000000003ba06a|España|Santillana del Mar|10|2746|0.36|PP|Cantabria|Cantabria
0000000000000000003ba0ce|España|Santiurde de Reinosa|1|154|0.65|PP|Cantabria|Cantabria
0000000000000000003ba132|España|Santiurde de Toranzo|1|1159|0.09|PP|Cantabria|Cantabria
0000000000000000003ba196|España|Santoña|13|6457|0.20|PP|Cantabria|Cantabria
0000000000000000003ba25e|España|Saro|0|359|0.00|PP|Cantabria|Cantabria
0000000000000000003ba2c2|España|Selaya|3|1196|0.25|PP|Cantabria|Cantabria
0000000000000000003ba326|España|Soba|1|638|0.16|PP|Cantabria|Cantabria
0000000000000000003ba38a|España|Solórzano|0|697|0.00|PP|Cantabria|Cantabria
0000000000000000003ba3ee|España|Suances|8|5607|0.14|PP|Cantabria|Cantabria
0000000000000000003ba4b6|España|Torrelavega|73|30610|0.24|PSOE|Cantabria|Cantabria
0000000000000000003ba51a|España|Tresviso|1|44|2.27|PSOE|Cantabria|Cantabria
0000000000000000003ba57e|España|Tudanca|0|102|0.00|PP|Cantabria|Cantabria
0000000000000000003ba5e2|España|Udías|2|621|0.32|PP|Cantabria|Cantabria
0000000000000000003ba7d6|España|Val de San Vicente|2|1749|0.11|PSOE|Cantabria|Cantabria
0000000000000000003ba646|España|Valdáliga|4|1458|0.27|PP|Cantabria|Cantabria
0000000000000000003ba6aa|España|Valdeolea|1|586|0.17|PP|Cantabria|Cantabria
0000000000000000003ba70e|España|Valdeprado del Río|0|236|0.00|PP|Cantabria|Cantabria
0000000000000000003ba772|España|Valderredible|3|675|0.44|PP|Cantabria|Cantabria
0000000000000000003baa2e|España|Valle de Villaverde|1|153|0.65|PSOE|Cantabria|Cantabria
0000000000000000003ba83a|España|Vega de Liébana|1|466|0.21|PP|Cantabria|Cantabria
0000000000000000003ba89e|España|Vega de Pas|0|431|0.00|PP|Cantabria|Cantabria
0000000000000000003ba902|España|Villacarriedo|2|1115|0.18|PP|Cantabria|Cantabria
0000000000000000003ba966|España|Villaescusa|4|2527|0.16|PP|Cantabria|Cantabria
0000000000000000003ba9ca|España|Villafufre|1|649|0.15|PP|Cantabria|Cantabria
0000000000000000003baa92|España|Voto|1|1745|0.06|PP|Cantabria|Cantabria
00000000000000000007a1de|España|Adanero|1|143|0.70|PP|Castilla y León|Ávila
00000000000000000007a36e|España|Albornos|0|137|0.00|PP|Castilla y León|Ávila
00000000000000000007a436|España|Aldeanueva de Santa Cruz|0|75|0.00|PP|Castilla y León|Ávila
00000000000000000007a49a|España|Aldeaseca|0|151|0.00|PP|Castilla y León|Ávila
00000000000000000007a62a|España|Amavida|0|98|0.00|PP|Castilla y León|Ávila
00000000000000000007a6f2|España|Arenas de San Pedro|6|3932|0.15|PP|Castilla y León|Ávila
00000000000000000007a756|España|Arevalillo|0|44|0.00|PP|Castilla y León|Ávila
00000000000000000007a7ba|España|Arévalo|7|4714|0.15|PP|Castilla y León|Ávila
00000000000000000007a81e|España|Aveinte|0|70|0.00|PP|Castilla y León|Ávila
00000000000000000007a882|España|Avellaneda|0|21|0.00|PSOE|Castilla y León|Ávila
00000000000000000007a8e6|España|Ávila|37|33518|0.11|PP|Castilla y León|Ávila
00000000000000000007aa76|España|Barromán|0|161|0.00|PP|Castilla y León|Ávila
00000000000000000007aada|España|Becedas|0|122|0.00|PP|Castilla y León|Ávila
00000000000000000007ab3e|España|Becedillas|0|59|0.00|PP|Castilla y León|Ávila
00000000000000000007aba2|España|Bercial de Zapardiel|0|137|0.00|PP|Castilla y León|Ávila
00000000000000000007acce|España|Bernuy-Zapardiel|0|73|0.00|PP|Castilla y León|Ávila
00000000000000000007ad32|España|Berrocalejo de Aragona|0|36|0.00|PSOE|Castilla y León|Ávila
00000000000000000007ae5e|España|Blascomillán|1|140|0.71|PP|Castilla y León|Ávila
00000000000000000007aec2|España|Blasconuño de Matacabras|0|14|0.00|VOX|Castilla y León|Ávila
00000000000000000007af26|España|Blascosancho|0|62|0.00|PSOE|Castilla y León|Ávila
00000000000000000007afee|España|Bohoyo|0|142|0.00|PP|Castilla y León|Ávila
00000000000000000007b052|España|Bonilla de la Sierra|0|119|0.00|PP|Castilla y León|Ávila
00000000000000000007b0b6|España|Brabos|0|41|0.00|PP|Castilla y León|Ávila
00000000000000000007b11a|España|Bularros|0|42|0.00|PP|Castilla y León|Ávila
00000000000000000007b17e|España|Burgohondo|0|807|0.00|PP|Castilla y León|Ávila
00000000000000000007b1e2|España|Cabezas de Alambre|0|101|0.00|PP|Castilla y León|Ávila
00000000000000000007b246|España|Cabezas del Pozo|0|73|0.00|PSOE|Castilla y León|Ávila
00000000000000000007b2aa|España|Cabezas del Villar|0|182|0.00|PP|Castilla y León|Ávila
00000000000000000007b30e|España|Cabizuela|0|68|0.00|PP|Castilla y León|Ávila
00000000000000000007b372|España|Canales|0|29|0.00|PP|Castilla y León|Ávila
00000000000000000007b3d6|España|Candeleda|0|3196|0.00|PSOE|Castilla y León|Ávila
00000000000000000007b43a|España|Cantiveros|0|95|0.00|PP|Castilla y León|Ávila
00000000000000000007b49e|España|Cardeñosa|0|306|0.00|PSOE|Castilla y León|Ávila
00000000000000000007b5ca|España|Casas del Puerto|0|68|0.00|PP|Castilla y León|Ávila
00000000000000000007b62e|España|Casasola|0|52|0.00|PP|Castilla y León|Ávila
00000000000000000007b692|España|Casavieja|1|870|0.11|PSOE|Castilla y León|Ávila
00000000000000000007b6f6|España|Casillas|0|450|0.00|PP|Castilla y León|Ávila
00000000000000000007b75a|España|Castellanos de Zapardiel|0|98|0.00|PP|Castilla y León|Ávila
00000000000000000007b7be|España|Cebreros|0|1907|0.00|PP|Castilla y León|Ávila
00000000000000000007b822|España|Cepeda la Mora|0|48|0.00|PP|Castilla y León|Ávila
00000000000000000007bba6|España|Chamartín|0|50|0.00|XAV|Castilla y León|Ávila
00000000000000000007b886|España|Cillán|0|55|0.00|PP|Castilla y León|Ávila
00000000000000000007b8ea|España|Cisla|0|81|0.00|PP|Castilla y León|Ávila
00000000000000000007b9b2|España|Collado de Contreras|0|126|0.00|PP|Castilla y León|Ávila
00000000000000000007ba16|España|Collado del Mirón|0|17|0.00|PP|Castilla y León|Ávila
00000000000000000007ba7a|España|Constanzana|0|76|0.00|PP|Castilla y León|Ávila
00000000000000000007bade|España|Crespos|0|361|0.00|PP|Castilla y León|Ávila
00000000000000000007bb42|España|Cuevas del Valle|0|383|0.00|PSOE|Castilla y León|Ávila
000000000000000000090236|España|Diego del Carpio|0|77|0.00|PP|Castilla y León|Ávila
00000000000000000007bc6e|España|Donjimeno|0|55|0.00|PP|Castilla y León|Ávila
00000000000000000007bcd2|España|Donvidas|0|23|0.00|PSOE|Castilla y León|Ávila
00000000000000000007a68e|España|El Arenal|0|687|0.00|PSOE|Castilla y León|Ávila
00000000000000000007a9ae|España|El Barco de Ávila|1|1387|0.07|PP|Castilla y León|Ávila
00000000000000000007aa12|España|El Barraco|0|1276|0.00|PP|Castilla y León|Ávila
00000000000000000007af8a|España|El Bohodón|0|88|0.00|PP|Castilla y León|Ávila
00000000000000000007bf2a|España|El Fresno|0|393|0.00|PP|Castilla y León|Ávila
00000000000000000007c88a|España|El Hornillo|0|201|0.00|PP|Castilla y León|Ávila
00000000000000000007c952|España|El Hoyo de Pinares|2|1257|0.16|PP|Castilla y León|Ávila
00000000000000000007cd3a|España|El Losar del Barco|0|66|0.00|PP|Castilla y León|Ávila
00000000000000000007d3de|España|El Mirón|0|71|0.00|PP|Castilla y León|Ávila
00000000000000000007e5d6|España|El Oso|0|96|0.00|PP|Castilla y León|Ávila
00000000000000000007e7ca|España|El Parral|1|52|1.92|PP|Castilla y León|Ávila
00000000000000000007ff9e|España|El Tiemblo|3|2204|0.14|PP|Castilla y León|Ávila
00000000000000000007bd9a|España|Espinosa de los Caballeros|0|67|0.00|PP|Castilla y León|Ávila
00000000000000000007bdfe|España|Flores de Ávila|0|214|0.00|PP|Castilla y León|Ávila
00000000000000000007be62|España|Fontiveros|1|529|0.19|PP|Castilla y León|Ávila
00000000000000000007bec6|España|Fresnedilla|0|67|0.00|PP|Castilla y León|Ávila
00000000000000000007bf8e|España|Fuente el Saúz|0|130|0.00|PP|Castilla y León|Ávila
00000000000000000007bff2|España|Fuentes de Año|0|82|0.00|PP|Castilla y León|Ávila
00000000000000000007c056|España|Gallegos de Altamiros|0|48|0.00|PP|Castilla y León|Ávila
00000000000000000007c0ba|España|Gallegos de Sobrinos|0|35|0.00|PP|Castilla y León|Ávila
00000000000000000007c11e|España|Garganta del Villar|0|30|0.00|PP|Castilla y León|Ávila
00000000000000000007c182|España|Gavilanes|0|365|0.00|PP|Castilla y León|Ávila
00000000000000000007c1e6|España|Gemuño|0|103|0.00|PP|Castilla y León|Ávila
00000000000000000007c2ae|España|Gil García|0|31|0.00|PP|Castilla y León|Ávila
00000000000000000007c24a|España|Gilbuena|0|41|0.00|PP|Castilla y León|Ávila
00000000000000000007c312|España|Gimialcón|0|60|0.00|PP|Castilla y León|Ávila
00000000000000000007c376|España|Gotarrendura|0|95|0.00|PP|Castilla y León|Ávila
00000000000000000007c3da|España|Grandes y San Martín|0|36|0.00|PP|Castilla y León|Ávila
00000000000000000007c43e|España|Guisando|0|358|0.00|PP|Castilla y León|Ávila
00000000000000000007c4a2|España|Gutierre-Muñoz|0|52|0.00|PP|Castilla y León|Ávila
00000000000000000007c56a|España|Hernansancho|0|110|0.00|PP|Castilla y León|Ávila
00000000000000000007c5ce|España|Herradón de Pinares|0|297|0.00|PP|Castilla y León|Ávila
00000000000000000007c632|España|Herreros de Suso|0|109|0.00|PP|Castilla y León|Ávila
00000000000000000007c696|España|Higuera de las Dueñas|0|187|0.00|PP|Castilla y León|Ávila
00000000000000000007c826|España|Horcajo de las Torres|0|354|0.00|PP|Castilla y León|Ávila
00000000000000000007c8ee|España|Hoyocasero|0|264|0.00|PP|Castilla y León|Ávila
00000000000000000007c9b6|España|Hoyorredondo|0|47|0.00|PP|Castilla y León|Ávila
00000000000000000007cae2|España|Hoyos de Miguel Muñoz|0|21|0.00|PP|Castilla y León|Ávila
00000000000000000007ca1a|España|Hoyos del Collado|0|21|0.00|PP|Castilla y León|Ávila
00000000000000000007ca7e|España|Hoyos del Espino|0|264|0.00|PP|Castilla y León|Ávila
00000000000000000007cb46|España|Hurtumpascual|0|36|0.00|PP|Castilla y León|Ávila
00000000000000000007cbaa|España|Junciana|0|31|0.00|PSOE|Castilla y León|Ávila
00000000000000000007a242|España|La Adrada|3|1490|0.20|PP|Castilla y León|Ávila
00000000000000000007a562|España|La Aldehuela|0|100|0.00|PP|Castilla y León|Ávila
00000000000000000007b566|España|La Carrera|0|120|0.00|PP|Castilla y León|Ávila
00000000000000000007b94e|España|La Colilla|1|235|0.43|PSOE|Castilla y León|Ávila
00000000000000000007c6fa|España|La Hija de Dios|0|62|0.00|PSOE|Castilla y León|Ávila
00000000000000000007c75e|España|La Horcajada|0|319|0.00|PP|Castilla y León|Ávila
00000000000000000007fc1a|España|La Serrada|0|94|0.00|PP|Castilla y León|Ávila
0000000000000000000801f6|España|La Torre|1|161|0.62|PP|Castilla y León|Ávila
00000000000000000007cc0e|España|Langa|0|349|0.00|PP|Castilla y León|Ávila
00000000000000000007cc72|España|Lanzahíta|0|576|0.00|PP|Castilla y León|Ávila
00000000000000000007ac06|España|Las Berlanas|0|208|0.00|PP|Castilla y León|Ávila
00000000000000000007e31a|España|Las Navas del Marqués|3|2679|0.11|PP|Castilla y León|Ávila
00000000000000000007cd9e|España|Los Llanos de Tormes|1|44|2.27|PP|Castilla y León|Ávila
00000000000000000007ce02|España|Madrigal de las Altas Torres|2|999|0.20|PSOE|Castilla y León|Ávila
00000000000000000007ce66|España|Maello|0|428|0.00|PP|Castilla y León|Ávila
00000000000000000007ceca|España|Malpartida de Corneja|0|78|0.00|PP|Castilla y León|Ávila
00000000000000000007cf2e|España|Mamblas|0|159|0.00|PP|Castilla y León|Ávila
00000000000000000007cf92|España|Mancera de Arriba|0|39|0.00|PP|Castilla y León|Ávila
00000000000000000007cff6|España|Manjabálago y Ortigosa de Rioalmar|0|18|0.00|PP|Castilla y León|Ávila
00000000000000000007d05a|España|Marlín|0|26|0.00|PP|Castilla y León|Ávila
00000000000000000007d0be|España|Martiherrero|0|222|0.00|PP|Castilla y León|Ávila
00000000000000000007d122|España|Martínez|0|89|0.00|PP|Castilla y León|Ávila
00000000000000000007d186|España|Mediana de Voltoya|0|87|0.00|PP|Castilla y León|Ávila
00000000000000000007d1ea|España|Medinilla|0|54|0.00|PP|Castilla y León|Ávila
00000000000000000007d24e|España|Mengamuñoz|0|34|0.00|PP|Castilla y León|Ávila
00000000000000000007d2b2|España|Mesegar de Corneja|0|61|0.00|PP|Castilla y León|Ávila
00000000000000000007d316|España|Mijares|2|499|0.40|PP|Castilla y León|Ávila
00000000000000000007d37a|España|Mingorría|1|257|0.39|PSOE|Castilla y León|Ávila
00000000000000000007d442|España|Mironcillo|0|94|0.00|PP|Castilla y León|Ávila
00000000000000000007d4a6|España|Mirueña de los Infanzones|0|73|0.00|PP|Castilla y León|Ávila
00000000000000000007d50a|España|Mombeltrán|0|628|0.00|PP|Castilla y León|Ávila
00000000000000000007d56e|España|Monsalupe|0|46|0.00|PSOE|Castilla y León|Ávila
00000000000000000007d5d2|España|Moraleja de Matacabras|0|48|0.00|PP|Castilla y León|Ávila
00000000000000000007d636|España|Muñana|1|308|0.32|PP|Castilla y León|Ávila
00000000000000000007d69a|España|Muñico|0|59|0.00|PP|Castilla y León|Ávila
00000000000000000007d762|España|Muñogalindo|1|202|0.50|PP|Castilla y León|Ávila
00000000000000000007d7c6|España|Muñogrande|0|61|0.00|PP|Castilla y León|Ávila
00000000000000000007d82a|España|Muñomer del Peco|0|92|0.00|PP|Castilla y León|Ávila
00000000000000000007d88e|España|Muñopepe|0|81|0.00|PP|Castilla y León|Ávila
00000000000000000007d8f2|España|Muñosancho|0|77|0.00|PP|Castilla y León|Ávila
00000000000000000007d956|España|Muñotello|0|43|0.00|PP|Castilla y León|Ávila
00000000000000000007d9ba|España|Narrillos del Álamo|0|36|0.00|PP|Castilla y León|Ávila
00000000000000000007da1e|España|Narrillos del Rebollar|0|29|0.00|PP|Castilla y León|Ávila
00000000000000000007dbae|España|Narros de Saldueña|0|79|0.00|PP|Castilla y León|Ávila
00000000000000000007dae6|España|Narros del Castillo|0|110|0.00|PP|Castilla y León|Ávila
00000000000000000007db4a|España|Narros del Puerto|0|23|0.00|PP|Castilla y León|Ávila
00000000000000000007dcda|España|Nava de Arévalo|0|492|0.00|PP|Castilla y León|Ávila
00000000000000000007dd3e|España|Nava del Barco|0|59|0.00|PP|Castilla y León|Ávila
00000000000000000007dc76|España|Navacepedilla de Corneja|0|60|0.00|PP|Castilla y León|Ávila
00000000000000000007dda2|España|Navadijos|0|22|0.00|PP|Castilla y León|Ávila
00000000000000000007de06|España|Navaescurial|0|37|0.00|PSOE|Castilla y León|Ávila
00000000000000000007de6a|España|Navahondilla|1|210|0.48|PP|Castilla y León|Ávila
00000000000000000007dece|España|Navalacruz|0|172|0.00|PP|Castilla y León|Ávila
00000000000000000007df32|España|Navalmoral|0|278|0.00|PP|Castilla y León|Ávila
00000000000000000007df96|España|Navalonguilla|0|137|0.00|PP|Castilla y León|Ávila
00000000000000000007dffa|España|Navalosa|1|242|0.41|PP|Castilla y León|Ávila
00000000000000000007e05e|España|Navalperal de Pinares|0|408|0.00|PP|Castilla y León|Ávila
00000000000000000007e0c2|España|Navalperal de Tormes|0|51|0.00|PP|Castilla y León|Ávila
00000000000000000007e126|España|Navaluenga|0|1306|0.00|PP|Castilla y León|Ávila
00000000000000000007e18a|España|Navaquesera|0|16|0.00|PP|Castilla y León|Ávila
00000000000000000007e1ee|España|Navarredonda de Gredos|0|288|0.00|PP|Castilla y León|Ávila
00000000000000000007e252|España|Navarredondilla|0|121|0.00|PP|Castilla y León|Ávila
00000000000000000007e2b6|España|Navarrevisca|0|214|0.00|PSOE|Castilla y León|Ávila
00000000000000000007e37e|España|Navatalgordo|0|184|0.00|PP|Castilla y León|Ávila
00000000000000000007e3e2|España|Navatejares|0|36|0.00|PSOE|Castilla y León|Ávila
00000000000000000007e446|España|Neila de San Miguel|0|48|0.00|PP|Castilla y León|Ávila
00000000000000000007e4aa|España|Niharra|0|91|0.00|XAV|Castilla y León|Ávila
00000000000000000007e50e|España|Ojos-Albos|0|76|0.00|PP|Castilla y León|Ávila
00000000000000000007e572|España|Orbita|0|50|0.00|PP|Castilla y León|Ávila
00000000000000000007e63a|España|Padiernos|0|183|0.00|PSOE|Castilla y León|Ávila
00000000000000000007e69e|España|Pajares de Adaja|0|115|0.00|PSOE|Castilla y León|Ávila
00000000000000000007e702|España|Palacios de Goda|0|281|0.00|PP|Castilla y León|Ávila
00000000000000000007e766|España|Papatrigo|1|175|0.57|PP|Castilla y León|Ávila
00000000000000000007e82e|España|Pascualcobo|0|34|0.00|PSOE|Castilla y León|Ávila
00000000000000000007e892|España|Pedro Bernardo|0|490|0.00|PP|Castilla y León|Ávila
00000000000000000007e8f6|España|Pedro-Rodríguez|0|101|0.00|PP|Castilla y León|Ávila
00000000000000000007e95a|España|Peguerinos|0|201|0.00|PP|Castilla y León|Ávila
00000000000000000007e9be|España|Peñalba de Ávila|0|72|0.00|PP|Castilla y León|Ávila
00000000000000000007ea22|España|Piedrahíta|0|1146|0.00|PP|Castilla y León|Ávila
00000000000000000007ea86|España|Piedralaves|1|1348|0.07|PP|Castilla y León|Ávila
00000000000000000007eaea|España|Poveda|0|27|0.00|XAV|Castilla y León|Ávila
00000000000000000007eb4e|España|Poyales del Hoyo|0|308|0.00|PP|Castilla y León|Ávila
00000000000000000007ebb2|España|Pozanco|0|46|0.00|PP|Castilla y León|Ávila
00000000000000000007ec16|España|Pradosegar|0|90|0.00|PSOE|Castilla y León|Ávila
00000000000000000007ec7a|España|Puerto Castilla|0|74|0.00|PP|Castilla y León|Ávila
00000000000000000007ecde|España|Rasueros|0|144|0.00|PP|Castilla y León|Ávila
00000000000000000007ed42|España|Riocabado|0|107|0.00|PP|Castilla y León|Ávila
00000000000000000007eda6|España|Riofrío|0|140|0.00|PP|Castilla y León|Ávila
00000000000000000007ee0a|España|Rivilla de Barajas|0|44|0.00|PSOE|Castilla y León|Ávila
00000000000000000007ee6e|España|Salobral|0|75|0.00|PP|Castilla y León|Ávila
00000000000000000007eed2|España|Salvadiós|0|59|0.00|PP|Castilla y León|Ávila
00000000000000000007ef36|España|San Bartolomé de Béjar|0|36|0.00|PP|Castilla y León|Ávila
00000000000000000007ef9a|España|San Bartolomé de Corneja|0|30|0.00|PP|Castilla y León|Ávila
00000000000000000007effe|España|San Bartolomé de Pinares|0|393|0.00|PP|Castilla y León|Ávila
00000000000000000007f1f2|España|San Esteban de los Patos|0|20|0.00|PSOE|Castilla y León|Ávila
00000000000000000007f2ba|España|San Esteban de Zapardiel|0|36|0.00|PP|Castilla y León|Ávila
00000000000000000007f256|España|San Esteban del Valle|2|534|0.37|PSOE|Castilla y León|Ávila
00000000000000000007f31e|España|San García de Ingelmos|0|54|0.00|PP|Castilla y León|Ávila
00000000000000000009016e|España|San Juan de Gredos|0|179|0.00|PP|Castilla y León|Ávila
00000000000000000007f382|España|San Juan de la Encinilla|0|46|0.00|PP|Castilla y León|Ávila
00000000000000000007f3e6|España|San Juan de la Nava|0|337|0.00|PP|Castilla y León|Ávila
00000000000000000007f44a|España|San Juan del Molinillo|0|169|0.00|PP|Castilla y León|Ávila
00000000000000000007f4ae|España|San Juan del Olmo|0|65|0.00|PP|Castilla y León|Ávila
00000000000000000007f512|España|San Lorenzo de Tormes|0|19|0.00|PP|Castilla y León|Ávila
00000000000000000007f576|España|San Martín de la Vega del Alberche|0|123|0.00|PP|Castilla y León|Ávila
00000000000000000007f5da|España|San Martín del Pimpollar|0|165|0.00|PP|Castilla y León|Ávila
00000000000000000007f63e|España|San Miguel de Corneja|0|59|0.00|PP|Castilla y León|Ávila
00000000000000000007f6a2|España|San Miguel de Serrezuela|0|83|0.00|PP|Castilla y León|Ávila
00000000000000000007f706|España|San Pascual|0|28|0.00|VOX|Castilla y León|Ávila
00000000000000000007f76a|España|San Pedro del Arroyo|0|334|0.00|PP|Castilla y León|Ávila
00000000000000000007fbb6|España|San Vicente de Arévalo|0|123|0.00|PP|Castilla y León|Ávila
00000000000000000007f12a|España|Sanchidrián|0|449|0.00|PP|Castilla y León|Ávila
00000000000000000007f18e|España|Sanchorreja|0|65|0.00|PP|Castilla y León|Ávila
00000000000000000007f832|España|Santa Cruz de Pinares|0|123|0.00|PP|Castilla y León|Ávila
00000000000000000007f7ce|España|Santa Cruz del Valle|0|228|0.00|PP|Castilla y León|Ávila
00000000000000000007f9c2|España|Santa María de los Caballeros|0|38|0.00|PP|Castilla y León|Ávila
00000000000000000007f8fa|España|Santa María del Arroyo|1|84|1.19|PP|Castilla y León|Ávila
00000000000000000007f95e|España|Santa María del Berrocal|0|264|0.00|PP|Castilla y León|Ávila
0000000000000000000901d2|España|Santa María del Cubillo|0|244|0.00|PP|Castilla y León|Ávila
00000000000000000007fa26|España|Santa María del Tiétar|1|298|0.34|PP|Castilla y León|Ávila
00000000000000000007fa8a|España|Santiago del Collado|0|126|0.00|PP|Castilla y León|Ávila
00000000000000000009029a|España|Santiago del Tormes|0|85|0.00|PP|Castilla y León|Ávila
00000000000000000007faee|España|Santo Domingo de las Posadas|0|62|0.00|PP|Castilla y León|Ávila
00000000000000000007fb52|España|Santo Tomé de Zabarcos|0|60|0.00|PP|Castilla y León|Ávila
00000000000000000007fc7e|España|Serranillos|0|201|0.00|PP|Castilla y León|Ávila
00000000000000000007fce2|España|Sigeres|1|40|2.50|PP|Castilla y León|Ávila
00000000000000000007fd46|España|Sinlabajos|0|88|0.00|PP|Castilla y León|Ávila
00000000000000000007fdaa|España|Solana de Ávila|0|75|0.00|PP|Castilla y León|Ávila
00000000000000000007fe0e|España|Solana de Rioalmar|1|121|0.83|PP|Castilla y León|Ávila
00000000000000000007fe72|España|Solosancho|1|534|0.19|PP|Castilla y León|Ávila
00000000000000000007fed6|España|Sotalbo|0|186|0.00|PP|Castilla y León|Ávila
00000000000000000007ff3a|España|Sotillo de la Adrada|1|2430|0.04|PP|Castilla y León|Ávila
000000000000000000080002|España|Tiñosillos|1|564|0.18|PP|Castilla y León|Ávila
000000000000000000080066|España|Tolbaños|0|59|0.00|PP|Castilla y León|Ávila
0000000000000000000800ca|España|Tormellas|0|28|0.00|PP|Castilla y León|Ávila
00000000000000000008012e|España|Tornadizos de Ávila|1|302|0.33|PP|Castilla y León|Ávila
000000000000000000080192|España|Tórtoles|0|32|0.00|PP|Castilla y León|Ávila
0000000000000000000802be|España|Umbrías|0|70|0.00|PSOE|Castilla y León|Ávila
000000000000000000080386|España|Vadillo de la Sierra|0|37|0.00|PP|Castilla y León|Ávila
0000000000000000000803ea|España|Valdecasa|0|47|0.00|PP|Castilla y León|Ávila
00000000000000000008044e|España|Vega de Santa María|0|55|0.00|PP|Castilla y León|Ávila
0000000000000000000804b2|España|Velayos|0|153|0.00|PP|Castilla y León|Ávila
00000000000000000008057a|España|Villaflor|0|90|0.00|PP|Castilla y León|Ávila
0000000000000000000805de|España|Villafranca de la Sierra|0|108|0.00|PP|Castilla y León|Ávila
0000000000000000000902fe|España|Villanueva de Ávila|0|182|0.00|PP|Castilla y León|Ávila
000000000000000000080642|España|Villanueva de Gómez|0|96|0.00|PP|Castilla y León|Ávila
0000000000000000000806a6|España|Villanueva del Aceral|0|78|0.00|PP|Castilla y León|Ávila
00000000000000000008070a|España|Villanueva del Campillo|0|79|0.00|PP|Castilla y León|Ávila
00000000000000000008076e|España|Villar de Corneja|0|30|0.00|PP|Castilla y León|Ávila
0000000000000000000807d2|España|Villarejo del Valle|0|249|0.00|PP|Castilla y León|Ávila
000000000000000000080836|España|Villatoro|0|114|0.00|PP|Castilla y León|Ávila
00000000000000000008089a|España|Viñegra de Moraña|0|29|0.00|PP|Castilla y León|Ávila
0000000000000000000808fe|España|Vita|0|58|0.00|PP|Castilla y León|Ávila
000000000000000000080962|España|Zapardiel de la Cañada|1|74|1.35|PP|Castilla y León|Ávila
0000000000000000000809c6|España|Zapardiel de la Ribera|0|68|0.00|PSOE|Castilla y León|Ávila
0000000000000000000dbc5e|España|Abajas|0|26|0.00|PP|Castilla y León|Burgos
0000000000000000000dbd26|España|Adrada de Haza|1|132|0.76|PSOE|Castilla y León|Burgos
0000000000000000000dbe52|España|Aguas Cándidas|0|35|0.00|PP|Castilla y León|Burgos
0000000000000000000dbeb6|España|Aguilar de Bureba|0|37|0.00|PP|Castilla y León|Burgos
0000000000000000000dbf7e|España|Albillos|0|141|0.00|PP|Castilla y León|Burgos
0000000000000000000dbfe2|España|Alcocero de Mola|0|34|0.00|PP|Castilla y León|Burgos
0000000000000000000dc046|España|Alfoz de Bricia|1|49|2.04|PP|Castilla y León|Burgos
0000000000000000000f1e46|España|Alfoz de Quintanadueñas|4|1178|0.34|PP|Castilla y León|Burgos
0000000000000000000dc0aa|España|Alfoz de Santa Gadea|0|74|0.00|PP|Castilla y León|Burgos
0000000000000000000dc10e|España|Altable|0|34|0.00|PP|Castilla y León|Burgos
0000000000000000000dc23a|España|Ameyugo|0|61|0.00|PP|Castilla y León|Burgos
0000000000000000000dc29e|España|Anguix|0|70|0.00|PP|Castilla y León|Burgos
0000000000000000000dc302|España|Aranda de Duero|45|17111|0.26|PP|Castilla y León|Burgos
0000000000000000000dc366|España|Arandilla|0|105|0.00|PP|Castilla y León|Burgos
0000000000000000000dc3ca|España|Arauzo de Miel|1|177|0.56|PP|Castilla y León|Burgos
0000000000000000000dc42e|España|Arauzo de Salce|1|29|3.45|PP|Castilla y León|Burgos
0000000000000000000dc492|España|Arauzo de Torre|0|41|0.00|PP|Castilla y León|Burgos
0000000000000000000dc4f6|España|Arcos|1|933|0.11|PP|Castilla y León|Burgos
0000000000000000000dc55a|España|Arenillas de Riopisuerga|0|104|0.00|PP|Castilla y León|Burgos
0000000000000000000dc5be|España|Arija|0|70|0.00|PP|Castilla y León|Burgos
