2406091942;11;32;9;001;99;Allariz                                           ;99;99;00010;00010;00000;00005240;00005240;00000000;00010;00005240;02793;00010;00005240;03954;
2406091942;11;32;9;002;99;Amoeiro                                           ;99;99;00006;00006;00000;00002101;00002101;00000000;00006;00002101;02684;00006;00002101;03964;
2406091942;11;32;9;003;99;A Arnoia                                          ;99;99;00002;00002;00000;00000864;00000864;00000000;00002;00000864;02881;00002;00000864;04525;
2406091942;11;32;9;004;99;Avión                                             ;99;99;00003;00003;00000;00001542;00001542;00000000;00003;00001542;03015;00003;00001542;03845;
2406091942;11;32;9;005;99;Baltar                                            ;99;99;00003;00003;00000;00000747;00000747;00000000;00003;00000747;02998;00003;00000747;04792;
2406091942;11;32;9;006;99;Bande                                             ;99;99;00004;00004;00000;00001343;00001343;00000000;00004;00001343;03588;00004;00001343;05145;
2406091942;11;32;9;007;99;Baños de Molgas                                   ;99;99;00003;00003;00000;00001369;00001369;00000000;00003;00001369;02563;00003;00001369;04200;
2406091942;11;32;9;008;99;Barbadás                                          ;99;99;00014;00014;00000;00008847;00008847;00000000;00014;00008847;02395;00014;00008847;03467;
2406091942;11;32;9;009;99;O Barco de Valdeorras                             ;99;99;00018;00018;00000;00010247;00010247;00000000;00018;00010247;02504;00018;00010247;03332;
2406091942;11;32;9;010;99;Beade                                             ;99;99;00001;00001;00000;00000328;00000328;00000000;00001;00000328;03536;00001;00000328;05000;
2406091942;11;32;9;011;99;Beariz                                            ;99;99;00002;00002;00000;00000872;00000872;00000000;00002;00000872;03738;00002;00000872;04506;
2406091942;11;32;9;012;99;Os Blancos                                        ;99;99;00003;00003;00000;00000652;00000652;00000000;00003;00000652;03052;00003;00000652;04340;
2406091942;11;32;9;013;99;Boborás                                           ;99;99;00004;00004;00000;00001938;00001938;00000000;00004;00001938;03224;00004;00001938;04566;
2406091942;11;32;9;014;99;A Bola                                            ;99;99;00003;00003;00000;00000999;00000999;00000000;00003;00000999;03123;00003;00000999;04944;
2406091942;11;32;9;015;99;O Bolo                                            ;99;99;00003;00003;00000;00000736;00000736;00000000;00003;00000736;02595;00003;00000736;03600;
2406091942;11;32;9;016;99;Calvos de Randín                                  ;99;99;00003;00003;00000;00000615;00000615;00000000;00003;00000615;02504;00003;00000615;04130;
2406091942;11;32;9;017;99;Carballeda de Valdeorras                          ;99;99;00003;00003;00000;00001167;00001167;00000000;00003;00001167;02862;00003;00001167;03916;
2406091942;11;32;9;018;99;Carballeda de Avia                                ;99;99;00003;00003;00000;00001098;00001098;00000000;00003;00001098;02850;00003;00001098;04735;
2406091942;11;32;9;019;99;O Carballiño                                      ;99;99;00019;00019;00000;00011306;00011306;00000000;00019;00011306;02522;00019;00011306;03704;
2406091942;11;32;9;020;99;Cartelle                                          ;99;99;00006;00006;00000;00002284;00002284;00000000;00006;00002284;03682;00006;00002284;05175;
2406091942;11;32;9;021;99;Castrelo do Val                                   ;99;99;00002;00002;00000;00000839;00000839;00000000;00002;00000839;02467;00002;00000839;03861;
2406091942;11;32;9;022;99;Castrelo de Miño                                  ;99;99;00003;00003;00000;00001168;00001168;00000000;00003;00001168;03116;00003;00001168;04400;
2406091942;11;32;9;023;99;Castro Caldelas                                   ;99;99;00003;00003;00000;00001104;00001104;00000000;00003;00001104;02509;00003;00001104;03731;
2406091942;11;32;9;024;99;Celanova                                          ;99;99;00009;00009;00000;00004750;00004750;00000000;00009;00004750;02835;00009;00004750;04042;
2406091942;11;32;9;025;99;Cenlle                                            ;99;99;00003;00003;00000;00000947;00000947;00000000;00003;00000947;03294;00003;00000947;04920;
2406091942;11;32;9;026;99;Coles                                             ;99;99;00007;00007;00000;00002788;00002788;00000000;00007;00002788;02837;00007;00002788;04114;
2406091942;11;32;9;027;99;Cortegada                                         ;99;99;00003;00003;00000;00000915;00000915;00000000;00003;00000915;02994;00003;00000915;04415;
2406091942;11;32;9;028;99;Cualedro                                          ;99;99;00004;00004;00000;00001455;00001455;00000000;00004;00001455;03243;00004;00001455;04948;
2406091942;11;32;9;029;99;Chandrexa de Queixa                               ;99;99;00002;00002;00000;00000455;00000455;00000000;00002;00000455;02593;00002;00000455;04065;
